patent_id,sequence,disamb_inventor_id_20170808,disamb_inventor_id_20171003,disamb_inventor_id_20171226,disamb_inventor_id_20180528,disamb_inventor_id_20181127,disamb_inventor_id_20190312,disamb_inventor_id_20190820,disamb_inventor_id_20191008,disamb_inventor_id_20191231,disamb_inventor_id_20200331,disamb_inventor_id_20200630,disamb_inventor_id_20200929,disamb_inventor_id_20201229,disamb_inventor_id_20211230,disamb_inventor_id_20220630,disamb_inventor_id_20220929
8387231,3,6594896-2,6594896-2,6594896-2,6594896-2,6594896-2,6594896-2,6594896-2,6594896-2,6594896-2,6594896-2,6594896-2,8387231-4,fl:k_ln:futami-3,fl:ki_ln:futami-1,fl:ki_ln:futami-1,fl:ki_ln:futami-1
D786358,3,9440834-2,9440834-2,9440834-2,D779500-4,9440834-2,9440834-2,9440834-2,9440834-2,9440834-2,9440834-2,9440834-2,9440834-2,fl:j_ln:dollinger-1,fl:ju_ln:dollinger-1,fl:ju_ln:dollinger-1,fl:ju_ln:dollinger-1
7897840,0,7897840-1,7897840-1,7897840-1,7897840-1,7897840-1,7897840-1,7897840-1,7897840-1,7897840-1,7897840-1,7897840-1,7897840-1,fl:a_ln:zamir-1,fl:ad_ln:zamir-2,fl:ad_ln:zamir-2,fl:ad_ln:zamir-2
7915985,2,5362933-2,5362933-2,5362933-2,5362933-2,5362933-2,5362933-2,5362933-2,5362933-2,5362933-2,5362933-2,5362933-2,5362933-2,fl:w_ln:kremers-1,fl:wo_ln:kremers-1,fl:wo_ln:kremers-1,fl:wo_ln:kremers-1
10810613,3,,,,,,,,,,,,,fl:r_ln:miller-60,fl:ro_ln:miller-50,fl:ro_ln:miller-78,fl:ro_ln:miller-79
4444463,1,4302233-3,4302233-3,4302233-3,4302233-3,4302233-3,4302233-3,4302233-3,4302233-3,4302233-3,4302233-3,4302233-3,4302233-3,fl:f_ln:weidinger-2,fl:fr_ln:weidinger-1,fl:fr_ln:weidinger-1,fl:fr_ln:weidinger-1
9002500,2,9002500-3,6750425-2,9002500-3,9002500-3,6587984-1,9002500-3,6587984-1,9002500-3,9002500-3,6617544-1,6750425-2,9002500-3,fl:m_ln:tsukamoto-19,fl:ma_ln:tsukamoto-26,fl:ma_ln:tsukamoto-17,fl:ma_ln:tsukamoto-15
10594119,0,,,,,,,,,,10436584-2,10436584-2,10436584-2,fl:s_ln:moeller-8,fl:sc_ln:moeller-1,fl:sc_ln:moeller-2,fl:sc_ln:moeller-1
10740890,0,,,,,,,,,,,,,,fl:ta_ln:uemura-22,fl:ta_ln:uemura-21,fl:ta_ln:uemura-29
4335005,1,4048082-2,4048082-2,4048082-2,4048082-2,4048082-2,4048082-2,4048082-2,4048082-2,4048082-2,4048082-2,4048082-2,4048082-2,fl:p_ln:landis-6,fl:ph_ln:landis-1,fl:ph_ln:landis-1,fl:ph_ln:landis-1
4720648,0,4206959-1,4206959-1,4206959-1,4206959-1,4206959-1,4206959-1,4206959-1,4206959-1,4206959-1,4206959-1,4206959-1,4206959-1,fl:w_ln:devries-5,fl:wa_ln:devries-3,fl:wa_ln:devries-3,fl:wa_ln:devries-3
9188486,1,5694491-1,5694491-1,5694491-1,5694491-1,5694491-1,5694491-1,5694491-1,5694491-1,5694491-1,5694491-1,5694491-1,5719966-1,fl:m_ln:brill-2,fl:mi_ln:brill-3,fl:mi_ln:brill-3,fl:mi_ln:brill-3
6224924,3,4777053-1,4777053-1,4777053-1,4777053-1,4777053-1,4777053-1,4777053-1,4777053-1,4777053-1,4777053-1,4777053-1,4777053-1,fl:d_ln:tobelmann-1,fl:da_ln:tobelmann-1,fl:da_ln:tobelmann-1,fl:da_ln:tobelmann-1
5347346,5,4866474-4,4866474-4,4866474-4,4866474-4,4866474-4,4866474-4,4866474-4,4866474-4,4866474-4,4866474-4,4866474-4,4866474-4,fl:y_ln:hatta-8,fl:yo_ln:hatta-2,fl:yo_ln:hatta-3,fl:yo_ln:hatta-3
8184218,4,6859567-2,6859567-2,6859567-2,6859567-2,10126607-3,6859567-2,6859567-2,6859567-2,6859567-2,6859567-2,6859567-2,6859567-2,fl:a_ln:zohrabyan-1,fl:ar_ln:zohrabyan-1,fl:ar_ln:zohrabyan-1,fl:ar_ln:zohrabyan-1
10805019,3,,,,,,,,,,,,,fl:y_ln:maruno-1,fl:yu_ln:maruno-2,fl:yu_ln:maruno-4,fl:yu_ln:maruno-4
8302339,0,8302339-1,8302339-1,8302339-1,8302339-1,8302339-1,8302339-1,8302339-1,8302339-1,8302339-1,8302339-1,8302339-1,8302339-1,fl:r_ln:pender-1,fl:ra_ln:pender-1,fl:ra_ln:pender-1,fl:ra_ln:pender-1
11077101,1,,,,,,,,,,,,,,fl:jo_ln:maxwell-5,fl:jo_ln:maxwell-3,fl:jo_ln:maxwell-4
6421231,0,5808864-1,5808864-1,5808864-1,5808864-1,5808864-1,5808864-1,5808864-1,5808864-1,5808864-1,5808864-1,5808864-1,5808864-1,fl:h_ln:jung-209,fl:ha_ln:jung-28,fl:ha_ln:jung-19,fl:ha_ln:jung-19
7184706,0,5898930-2,5898930-2,5898930-2,5898930-2,10038509-1,5898930-2,5898930-2,5898930-2,5898930-2,5898930-2,5898930-2,5898930-2,fl:t_ln:someya-17,fl:ta_ln:someya-17,fl:ta_ln:someya-12,fl:ta_ln:someya-12
4732716,3,4183666-1,4183666-1,4183666-1,4183666-1,4183666-1,4183666-1,4183666-1,4183666-1,4183666-1,4183666-1,4183666-1,4183666-1,fl:y_ln:tahara-28,fl:ya_ln:tahara-4,fl:ya_ln:tahara-3,fl:ya_ln:tahara-3
6936710,1,5326864-1,5326864-1,5326864-1,5326864-1,5326864-1,5326864-1,5326864-1,5326864-1,5326864-1,5326864-1,5326864-1,5326864-1,fl:a_ln:besemer-1,fl:ar_ln:besemer-1,fl:ar_ln:besemer-1,fl:ar_ln:besemer-1
10667670,1,,,,,,,,,,,5517266-3,5517266-3,fl:n_ln:nishino-3,fl:na_ln:nishino-3,fl:na_ln:nishino-3,fl:na_ln:nishino-3
7989788,1,7456379-3,7456379-3,7456379-3,7456379-3,7456379-3,7456379-3,7456379-3,7456379-3,7456379-3,7456379-3,7456379-3,7456379-3,fl:a_ln:warnes-2,fl:al_ln:warnes-1,fl:al_ln:warnes-1,fl:al_ln:warnes-1
9103157,1,6058667-4,6058667-4,6058667-4,6058667-4,10039353-2,6058667-4,6058667-4,6058667-4,6058667-4,6058667-4,6058667-4,6058667-4,fl:r_ln:hand-5,fl:ri_ln:hand-2,fl:ri_ln:hand-2,fl:ri_ln:hand-2
8766505,1,8641482-6,8641482-6,8641482-6,8641482-6,8641482-6,8641482-6,8641482-6,8641482-6,8641482-6,8641482-6,8641482-6,8641482-6,fl:y_ln:matsuo-23,fl:ya_ln:matsuo-5,fl:ya_ln:matsuo-3,fl:ya_ln:matsuo-3
7817695,4,6806956-2,6806956-2,6806956-2,6806956-2,6806956-2,6806956-2,6806956-2,6806956-2,6806956-2,6806956-2,6806956-2,6806956-2,fl:u_ln:steegmuller-1,fl:ul_ln:steegmuller-1,fl:ul_ln:steegmuller-1,fl:ul_ln:steegmuller-1
7052345,0,7052345-1,7052345-1,7052345-1,7052345-1,7052345-1,7052345-1,7052345-1,7052345-1,7052345-1,7052345-1,7052345-1,7052345-1,fl:c_ln:rowan-2,fl:ch_ln:rowan-2,fl:ch_ln:rowan-2,fl:ch_ln:rowan-2
11269116,0,,,,,,,,,,,,,,fl:yo_ln:choi-31,fl:yo_ln:choi-75,fl:yo_ln:choi-56
D798835,0,,9531422-4,9531422-4,9531422-4,9531422-4,D721693-2,D721693-2,D721693-2,D721693-2,D721693-2,D721693-2,D721693-2,fl:s_ln:kim-2452,fl:so_ln:kim-471,fl:so_ln:kim-247,fl:so_ln:kim-282
11203610,2,,,,,,,,,,,,,,fl:to_ln:jandusik-1,fl:to_ln:jandusik-1,fl:to_ln:jandusik-1
D721426,2,9157223-3,9157223-3,9157223-3,9157223-3,10041236-3,D687530-2,D687530-2,D687530-2,D687530-2,D687530-2,D687530-2,D687530-2,fl:w_ln:haas-11,fl:wi_ln:haas-12,fl:wi_ln:haas-8,fl:wi_ln:haas-8
9390647,2,9047810-4,9047810-4,9047810-4,9047810-4,9047810-4,9047810-4,9047810-4,9047810-4,9047810-4,9047810-4,9047810-4,9047810-4,fl:w_ln:yang-167,fl:we_ln:yang-503,fl:we_ln:yang-239,fl:we_ln:yang-258
5976623,0,5976623-1,5976623-1,5976623-1,5976623-1,5976623-1,5976623-1,5976623-1,5976623-1,5976623-1,5976623-1,5976623-1,5976623-1,fl:a_ln:desantolo-1,fl:an_ln:desantolo-1,fl:an_ln:desantolo-1,fl:an_ln:desantolo-1
7323558,1,6080557-2,6080557-2,6080557-2,6080557-2,6080557-2,6080557-2,6080557-2,6080557-2,6080557-2,6080557-2,6080557-2,6080557-2,fl:g_ln:virca-1,fl:g._ln:virca-1,fl:g._ln:virca-1,fl:g._ln:virca-1
6168247,2,6168247-3,6168247-3,6168247-3,6168247-3,6168247-3,D422796-1,D422796-1,D422796-1,D422796-1,D422796-1,D422796-1,D422796-1,fl:g_ln:milligan-5,fl:ge_ln:milligan-2,fl:ge_ln:milligan-2,fl:ge_ln:milligan-2
5653584,2,5653584-3,5653584-3,5653584-3,5653584-3,10066709-3,5653584-3,5653584-3,5653584-3,5653584-3,5653584-3,5653584-3,5653584-3,fl:g_ln:alexander-24,fl:gu_ln:alexander-4,fl:gu_ln:alexander-3,fl:gu_ln:alexander-3
11207871,1,,,,,,,,,,,,,,fl:fl_ln:dorin-1,fl:fl_ln:dorin-1,fl:fl_ln:dorin-1
6204397,4,4060549-3,4060549-3,4060549-3,4060549-3,4060549-3,4060549-3,4060549-3,4060549-3,4060549-3,4060549-3,4060549-3,4060549-3,fl:a_ln:marhold-2,fl:al_ln:marhold-2,fl:al_ln:marhold-4,fl:al_ln:marhold-4
10832409,2,,,,,,,,,,,,,fl:m_ln:masui-10,fl:mo_ln:masui-2,fl:mo_ln:masui-2,fl:mo_ln:masui-2
5793507,1,5088095-1,5088095-1,5088095-1,5088095-1,5088095-1,5088095-1,5088095-1,5088095-1,5088095-1,5088095-1,5088095-1,5088095-1,fl:m_ln:zirngibl-1,fl:ma_ln:zirngibl-1,fl:ma_ln:zirngibl-1,fl:ma_ln:zirngibl-1
6784466,0,5245206-1,5245206-1,5689127-1,5689127-1,10128343-3,5689127-1,5689127-1,5689127-1,5689127-1,5689127-1,5689127-1,5689127-1,fl:j_ln:chu-46,fl:ja_ln:chu-14,fl:ja_ln:chu-15,fl:ja_ln:chu-15
10562000,1,,,,,,,,,,10562000-2,10562000-2,10562000-2,fl:c_ln:hamilton-56,fl:cl_ln:hamilton-6,fl:cl_ln:hamilton-6,fl:cl_ln:hamilton-6
8156237,1,8087043-2,8087043-2,8087043-2,8087043-2,10070188-3,8087043-2,8087043-2,8087043-2,8087043-2,8087043-2,8087043-2,8087043-2,fl:g_ln:thomas-103,fl:go_ln:thomas-1,fl:go_ln:thomas-1,fl:go_ln:thomas-1
9829469,3,,,7705589-3,7705589-3,7705589-3,7705589-3,7705589-3,7705589-3,7705589-3,7705589-3,7705589-3,7705589-3,fl:s_ln:lee-591,fl:se_ln:lee-819,fl:se_ln:lee-412,fl:se_ln:lee-468
D663957,0,D662324-1,D662324-1,4752848-1,4752848-1,D662324-1,D662324-1,4752848-1,4752848-1,D662324-1,4752848-1,4752848-1,4752848-1,fl:s_ln:garcia-42,fl:sa_ln:garcia-23,fl:sa_ln:garcia-14,fl:sa_ln:garcia-8
9797974,1,,,4985677-1,4985677-1,10096109-3,4985677-1,4985677-1,4985677-1,4985677-1,4985677-1,4985677-1,4985677-1,fl:j_ln:pauly-2,fl:jo_ln:pauly-1,fl:jo_ln:pauly-2,fl:jo_ln:pauly-2
5901836,0,5801346-1,5801346-1,5801346-1,5801346-1,5801346-1,5801346-1,5801346-1,5801346-1,5801346-1,5801346-1,5801346-1,5801346-1,fl:r_ln:taniuchi-1,fl:ry_ln:taniuchi-4,fl:ry_ln:taniuchi-1,fl:ry_ln:taniuchi-1
8357043,1,4672560-3,4672560-3,4871549-4,4672560-3,10033739-2,4672560-3,4672560-3,4672560-3,4672560-3,4672560-3,4672560-3,4672560-3,fl:s_ln:ueda-38,fl:sa_ln:ueda-14,fl:sa_ln:ueda-8,fl:sa_ln:ueda-8
10372865,3,,,,,,,9524110-2,9524110-2,7516509-1,6894503-2,6894503-2,7516509-1,fl:j_ln:yu-524,fl:ji_ln:yu-365,fl:ji_ln:yu-252,fl:ji_ln:yu-264
4510220,2,3953302-2,3953302-2,3953302-2,3953302-2,3953302-2,3953302-2,3953302-2,3953302-2,3953302-2,3953302-2,3953302-2,3953302-2,fl:c_ln:schlaikjer-1,fl:ca_ln:schlaikjer-1,fl:ca_ln:schlaikjer-1,fl:ca_ln:schlaikjer-1
4943307,6,4434152-4,4434152-4,4434152-4,4434152-4,4434152-4,4434152-4,4434152-4,4434152-4,4434152-4,4434152-4,4434152-4,4434152-4,fl:k_ln:marmarosi nee kellner-1,fl:ka_ln:marmarosineekellner-1,fl:ka_ln:marmarosineekellner-1,fl:ka_ln:marmarosineekellner-1
6366266,0,5952771-1,5616400-1,5616400-1,5952771-1,5952771-1,5616400-1,5952771-1,5616400-1,5616400-1,5616400-1,5952771-1,5616400-1,fl:t_ln:zhang-179,fl:ti_ln:zhang-171,fl:ti_ln:zhang-80,fl:ti_ln:zhang-80
6456206,1,6456206-2,6456206-2,6456206-2,6456206-2,6456206-2,6456206-2,6456206-2,6456206-2,6456206-2,6456206-2,6456206-2,6456206-2,fl:i_ln:jacobson-4,fl:ir_ln:jacobson-7,fl:ir_ln:jacobson-4,fl:ir_ln:jacobson-4
D397752,0,5944619-1,5944619-1,5944619-1,5944619-1,10124220-1,D326303-1,D326303-1,D326303-1,D326303-1,D326303-1,D326303-1,D326303-1,fl:d_ln:cameron-9,fl:do_ln:cameron-3,fl:do_ln:cameron-11,fl:do_ln:cameron-11
10089389,3,,,,,10089389-4,9870482-5,9870482-5,9870482-5,9870482-5,9870482-5,9870482-5,10089389-4,fl:a_ln:bapat-5,fl:am_ln:bapat-1,fl:am_ln:bapat-1,fl:am_ln:bapat-1
10866447,10,,,,,,,,,,,,,fl:x_ln:ding-64,fl:xi_ln:ding-81,fl:xi_ln:ding-58,fl:xi_ln:ding-38
8837981,0,4450931-2,4450931-2,4450931-2,4450931-2,10115992-4,4450931-2,4450931-2,4450931-2,4450931-2,4450931-2,4450931-2,4450931-2,fl:h_ln:igarashi-24,fl:hi_ln:igarashi-29,fl:hi_ln:igarashi-21,fl:hi_ln:igarashi-21
9145941,0,5199543-2,5199543-2,5199543-2,5199543-2,10138970-4,5199543-2,5199543-2,5199543-2,5199543-2,5199543-2,5199543-2,5199543-2,fl:t_ln:yajima-27,fl:ta_ln:yajima-17,fl:ta_ln:yajima-13,fl:ta_ln:yajima-13
10785879,0,,,,,,,,,,,,,,fl:ta_ln:katoh-34,fl:ta_ln:katoh-29,fl:ta_ln:katoh-23
8194647,1,7432456-10,7432456-10,7460510-2,7460510-2,7460510-2,7460510-2,7460510-2,7460510-2,7460510-2,7460510-2,7460510-2,7460510-2,fl:d_ln:roberts-10,fl:do_ln:roberts-30,fl:do_ln:roberts-29,fl:do_ln:roberts-30
9541138,0,9180866-2,9180866-2,9180866-2,9180866-2,9180866-2,9180866-2,9180866-2,9180866-2,9180866-2,9180866-2,9180866-2,9180866-2,fl:f_ln:vogel-12,fl:fl_ln:vogel-1,fl:fl_ln:vogel-1,fl:fl_ln:vogel-1
4836259,0,4836259-1,4836259-1,4836259-1,4836259-1,4836259-1,4836259-1,4836259-1,4836259-1,4836259-1,4836259-1,4836259-1,4836259-1,fl:h_ln:lewin-4,fl:he_ln:lewin-1,fl:he_ln:lewin-1,fl:he_ln:lewin-1
4552116,3,4094285-1,4094285-1,4094285-1,4094285-1,4094285-1,4094285-1,4094285-1,4094285-1,4094285-1,4094285-1,4094285-1,4094285-1,fl:y_ln:oyama-24,fl:yo_ln:oyama-16,fl:yo_ln:oyama-11,fl:yo_ln:oyama-10
5134941,0,4480816-1,4480816-1,4480816-1,4480816-1,4480816-1,4480816-1,4480816-1,4480816-1,4480816-1,4480816-1,4480816-1,4480816-1,fl:g_ln:gortan-1,fl:gu_ln:gortan-1,fl:gu_ln:gortan-1,fl:gu_ln:gortan-1
10987300,3,,,,,,,,,,,,,,fl:li_ln:tseng-2,fl:li_ln:tseng-1,fl:li_ln:tseng-1
6774571,4,5550443-1,5550443-1,6005789-1,5550443-1,10132505-5,5550443-1,5550443-1,5550443-1,5550443-1,5550443-1,5550443-1,5550443-1,fl:j_ln:lee-1439,fl:ji_ln:lee-443,fl:ji_ln:lee-124,fl:ji_ln:lee-149
4296206,0,4296206-1,4296206-1,4296206-1,4296206-1,4296206-1,4296206-1,4296206-1,4296206-1,4296206-1,4296206-1,4296206-1,4296206-1,fl:s_ln:simons-17,fl:s._ln:simons-1,fl:s._ln:simons-2,fl:s._ln:simons-2
9505202,0,8985158-1,8985158-1,8985158-1,8985158-1,8985158-1,8985158-1,8985158-1,8985158-1,8985158-1,8985158-1,8985158-1,8985158-1,fl:d_ln:adams-14,fl:do_ln:adams-38,fl:do_ln:adams-1,fl:do_ln:adams-1
D789428,4,8573907-4,8573907-4,8573907-4,8573907-4,8573907-4,D690334-3,D690334-3,D690334-3,D690334-3,D690334-3,D690334-3,D690334-3,fl:c_ln:fitzgerald-7,fl:ch_ln:fitzgerald-8,fl:ch_ln:fitzgerald-11,fl:ch_ln:fitzgerald-10
9540118,0,9540118-1,9540118-1,9540118-1,9540118-1,10053227-1,9540118-1,9540118-1,9540118-1,9540118-1,9540118-1,9540118-1,9540118-1,fl:s_ln:rangan-5,fl:su_ln:rangan-1,fl:su_ln:rangan-1,fl:su_ln:rangan-1
D487699,0,D487699-1,D487699-1,D487699-1,D487699-1,D487699-1,D487699-1,D487699-1,D487699-1,D487699-1,D487699-1,D487699-1,D487699-1,fl:j_ln:myers-68,fl:je_ln:myers-1,fl:je_ln:myers-1,fl:je_ln:myers-1
8828289,2,7793800-3,7793800-3,7793800-3,8691044-3,7793800-3,7793800-3,7793800-3,7793800-3,7793800-3,7793800-3,7793800-3,7793800-3,fl:c_ln:schmidt-51,fl:cl_ln:schmidt-5,fl:cl_ln:schmidt-5,fl:cl_ln:schmidt-5
4689077,1,4689077-2,4689077-2,4689077-2,4689077-2,4689077-2,4689077-2,4689077-2,4689077-2,4689077-2,4689077-2,4689077-2,4689077-2,fl:d_ln:darracq-1,fl:do_ln:darracq-2,fl:do_ln:darracq-2,fl:do_ln:darracq-2
D492414,0,5932398-4,5932398-4,5932398-4,5619774-1,5619774-1,D307158-1,D307158-1,D307158-1,D307158-1,D307158-1,D307158-1,D307158-1,fl:r_ln:perry-20,fl:ro_ln:perry-14,fl:ro_ln:perry-35,fl:ro_ln:perry-35
4339077,0,4208011-1,4208011-1,4208011-1,4208011-1,4208011-1,4208011-1,4208011-1,4208011-1,4208011-1,4208011-1,4208011-1,4208011-1,fl:p_ln:dahlhaus-1,fl:pe_ln:dahlhaus-1,fl:pe_ln:dahlhaus-1,fl:pe_ln:dahlhaus-1
6778712,5,6694065-6,6694065-6,6694065-6,6694065-6,6694065-6,6694065-6,6694065-6,6694065-6,6694065-6,6694065-6,6694065-6,6694065-6,fl:t_ln:waida-1,fl:to_ln:waida-1,fl:to_ln:waida-1,fl:to_ln:waida-1
7120683,0,7120683-1,4765678-1,7120683-1,7120683-1,7120683-1,7120683-1,7120683-1,7120683-1,7120683-1,7120683-1,7120683-1,7120683-1,fl:j_ln:huang-533,fl:ja_ln:huang-34,fl:ja_ln:huang-36,fl:ja_ln:huang-33
6646444,0,6646444-1,6646444-1,6646444-1,6646444-1,6646444-1,6646444-1,6646444-1,6646444-1,6646444-1,6646444-1,6646444-1,6646444-1,fl:b_ln:dolgov-1,fl:bo_ln:dolgov-1,fl:bo_ln:dolgov-1,fl:bo_ln:dolgov-1
4950384,0,4950384-1,4950384-1,4950384-1,4950384-1,4950384-1,4950384-1,4950384-1,4950384-1,4950384-1,4950384-1,4950384-1,4950384-1,fl:d_ln:groeneveld-8,fl:de_ln:groeneveld-2,fl:de_ln:groeneveld-2,fl:de_ln:groeneveld-2
6791516,0,5745447-1,5745447-1,5745447-1,5745447-1,5745447-1,5745447-1,5745447-1,5745447-1,5745447-1,5745447-1,5745447-1,5745447-1,fl:s_ln:kang-415,fl:se_ln:kang-277,fl:se_ln:kang-171,fl:se_ln:kang-189
6554950,0,6476401-3,6476401-3,6554950-1,6476401-3,6476401-3,6476401-3,6476401-3,6476401-3,6476401-3,6476401-3,6476401-3,6476401-3,fl:b_ln:van mast-1,fl:ba_ln:vanmast-1,fl:ba_ln:vanmast-1,fl:ba_ln:vanmast-1
5300507,1,4778792-1,4778792-1,4778792-1,4778792-1,4778792-1,4778792-1,4778792-1,4778792-1,4778792-1,4778792-1,4778792-1,4778792-1,fl:i_ln:lesieur-2,fl:is_ln:lesieur-2,fl:is_ln:lesieur-2,fl:is_ln:lesieur-2
10593558,0,,,,,,,,,,5244830-2,5244830-2,5244830-2,fl:k_ln:lee-2076,fl:ky_ln:lee-988,fl:ky_ln:lee-537,fl:ky_ln:lee-535
9579091,4,6623510-1,6623510-1,6623510-1,6623510-1,6623510-1,6623510-1,6623510-1,6623510-1,6623510-1,6623510-1,6623510-1,6623510-1,fl:m_ln:carley-3,fl:mi_ln:carley-2,fl:mi_ln:carley-1,fl:mi_ln:carley-1
7258543,0,7258543-1,7258543-1,7258543-1,7258543-1,7137458-1,7137458-1,7137458-1,7137458-1,7137458-1,7258543-1,7137458-1,7258543-1,fl:k_ln:yung-11,fl:ka_ln:yung-15,fl:ka_ln:yung-15,fl:ka_ln:yung-15
6463531,3,4899274-2,4899274-2,4899274-2,4899274-2,4899274-2,4899274-2,4899274-2,4899274-2,4899274-2,4899274-2,4899274-2,4899274-2,fl:r_ln:romon-1,fl:ra_ln:romon-1,fl:ra_ln:romon-1,fl:ra_ln:romon-1
10983047,3,,,,,,,,,,,,,,fl:jo_ln:suen-2,fl:jo_ln:suen-1,fl:jo_ln:suen-1
10164584,0,,,,,,7729272-1,7729272-1,7729272-1,7729272-1,7729272-1,7729272-1,7729272-1,fl:r_ln:avivi-1,fl:ro_ln:avivi-1,fl:ro_ln:avivi-1,fl:ro_ln:avivi-1
7723526,3,7253200-4,7253200-4,7253200-4,7253200-4,10045980-5,7253200-4,7253200-4,7253200-4,7253200-4,7253200-4,7253200-4,7253200-4,fl:j_ln:venable-3,fl:je_ln:venable-2,fl:je_ln:venable-2,fl:je_ln:venable-2
4194784,0,4194784-1,4194784-1,4194784-1,4194784-1,4194784-1,4194784-1,4194784-1,4194784-1,4194784-1,4194784-1,4194784-1,4194784-1,fl:g_ln:dostal-2,fl:ge_ln:dostal-1,fl:ge_ln:dostal-1,fl:ge_ln:dostal-1
4435313,1,4331528-2,4331528-2,4331528-2,4331528-2,4331528-2,4331528-2,4331528-2,4331528-2,4331528-2,4331528-2,4331528-2,4331528-2,fl:j_ln:hinden-2,fl:je_ln:hinden-1,fl:je_ln:hinden-1,fl:je_ln:hinden-1
9706131,0,4345172-1,4345172-1,4345172-1,4345172-1,10081191-7,4345172-1,4345172-1,4345172-1,4345172-1,4345172-1,4345172-1,9706131-1,fl:s_ln:kobayashi-97,fl:sa_ln:kobayashi-21,fl:sa_ln:kobayashi-16,fl:sa_ln:kobayashi-16
10007208,2,,,,,10007208-3,8208172-1,8208172-1,8208172-1,8208172-1,8208172-1,8208172-1,8208172-1,fl:y_ln:takayama-32,fl:yu_ln:takayama-25,fl:yu_ln:takayama-11,fl:yu_ln:takayama-20
10372191,5,,,,,,,7074195-1,7074195-1,7074195-1,7074195-1,7074195-1,7074195-1,fl:a_ln:nelson-2,fl:al_ln:nelson-1,fl:al_ln:nelson-3,fl:al_ln:nelson-3
5943369,0,5282154-1,5282154-1,5282154-1,5282154-1,5282154-1,5282154-1,5282154-1,5282154-1,5282154-1,5282154-1,5282154-1,5282154-1,fl:p_ln:knutson-2,fl:pa_ln:knutson-1,fl:pa_ln:knutson-1,fl:pa_ln:knutson-1
4568050,2,4568050-3,4568050-3,4568050-3,4568050-3,4568050-3,4568050-3,4568050-3,4568050-3,4568050-3,4568050-3,4568050-3,4568050-3,fl:w_ln:peacock-8,fl:wi_ln:peacock-5,fl:wi_ln:peacock-7,fl:wi_ln:peacock-7
5052872,0,4793758-2,4793758-2,4793758-2,4793758-2,4793758-2,4793758-2,4793758-2,4793758-2,4793758-2,4793758-2,4793758-2,4793758-2,fl:r_ln:hunder-2,fl:ra_ln:hunder-2,fl:ra_ln:hunder-2,fl:ra_ln:hunder-2
10257560,4,,,,,,,8689256-5,8689256-5,8689256-5,8689256-5,8689256-5,8689256-5,fl:h_ln:hashi-2,fl:hi_ln:hashi-2,fl:hi_ln:hashi-2,fl:hi_ln:hashi-1
4207356,0,4034708-3,4034708-3,4034708-3,4034708-3,4034708-3,4034708-3,4034708-3,4034708-3,4034708-3,4034708-3,4034708-3,4034708-3,fl:r_ln:waugh-8,fl:ro_ln:waugh-3,fl:ro_ln:waugh-3,fl:ro_ln:waugh-3
10118094,2,,,,,10118094-3,8562430-2,8562430-2,8562430-2,8562430-2,8562430-2,8562430-2,8562430-2,fl:s_ln:katagiri-20,fl:sh_ln:katagiri-14,fl:sh_ln:katagiri-14,fl:sh_ln:katagiri-7
6510559,0,6510559-1,6510559-1,6510559-1,6510559-1,6510559-1,6510559-1,6510559-1,6510559-1,6510559-1,6510559-1,6510559-1,6510559-1,fl:l_ln:linares-4,8foonjgy11cvaq4kngfhesoaj,8foonjgy11cvaq4kngfhesoaj,8foonjgy11cvaq4kngfhesoaj
9841672,2,,,6718293-4,6718293-4,10003944-4,6718293-4,6718293-4,4162158-1,6718293-4,5125687-1,6718293-4,4162158-1,fl:s_ln:hwang-74,fl:su_ln:hwang-29,fl:su_ln:hwang-31,fl:su_ln:hwang-34
7472050,6,6862561-7,6862561-7,6862561-7,6862561-7,6862561-7,6862561-7,6862561-7,6862561-7,6862561-7,6862561-7,6862561-7,6862561-7,fl:l_ln:shoda-1,fl:li_ln:shoda-1,fl:li_ln:shoda-2,fl:li_ln:shoda-2
7427439,2,5443662-2,5443662-2,5443662-2,5443662-2,10083985-2,5443662-2,5443662-2,5443662-2,5443662-2,5443662-2,5443662-2,5443662-2,fl:k_ln:nakanishi-61,fl:ka_ln:nakanishi-20,fl:ka_ln:nakanishi-29,fl:ka_ln:nakanishi-29
4782363,0,4444491-2,4444491-2,4444491-2,4444491-2,4444491-2,4444491-2,4444491-2,4444491-2,4444491-2,4444491-2,4444491-2,4444491-2,fl:j_ln:britt-8,fl:ja_ln:britt-3,fl:ja_ln:britt-2,fl:ja_ln:britt-2
8123351,0,6009564-2,6009564-2,6009564-2,6009564-2,6009564-2,D398326-4,D398326-4,D398326-4,D398326-4,D398326-4,D398326-4,D398326-4,fl:h_ln:moritz-5,fl:ha_ln:moritz-5,fl:ha_ln:moritz-3,fl:ha_ln:moritz-3
11385222,1,,,,,,,,,,,,,,,,fl:jo_ln:frangioni-1
5064376,0,4180726-1,4180726-1,4180726-1,4180726-1,4180726-1,4180726-1,4180726-1,4180726-1,4180726-1,4180726-1,4180726-1,4180726-1,fl:r_ln:decrescent-1,fl:ro_ln:decrescent-1,fl:ro_ln:decrescent-1,fl:ro_ln:decrescent-1
6582587,2,5286355-2,5286355-2,5286355-2,5286355-2,5286355-2,5286355-2,5286355-2,5286355-2,5286355-2,5286355-2,5286355-2,5286355-2,fl:p_ln:zarriello-1,fl:pa_ln:zarriello-1,fl:pa_ln:zarriello-1,fl:pa_ln:zarriello-1
