application_id,patent_id,patent_application_type,filing_date,series_code,rule_47_flag
2017/15493881,10401126,15,2017-04-21,15,0.0
06/612067,4581660,6,1984-05-18,6,0.0
2012/13717753,8966333,13,2012-12-18,13,0.0
2013/13868799,8710459,13,2013-04-23,13,0.0
2017/15490917,9919593,15,2017-04-19,15,0.0
2019/16367010,11067791,16,2019-03-27,16,0.0
2011/13582229,9875899,13,2011-03-02,13,0.0
2010/13380376,8658639,13,2010-06-24,13,0.0
07/119851,4915532,7,1987-11-12,7,0.0
2019/16702237,11202140,16,2019-12-03,16,0.0
07/725089,D332094,7,1991-07-03,7,0.0
05/966008,4221375,5,1978-12-04,5,0.0
2019/16717677,11318096,16,2019-12-17,16,0.0
2013/14041028,8923728,14,2013-09-30,14,0.0
06/246616,4374310,6,1981-03-23,6,0.0
2020/16794485,11161209,16,2020-02-19,16,0.0
2009/12486649,8271771,12,2009-06-17,12,0.0
2018/29633108,D856756,29,2018-01-12,D,0.0
2010/13202561,8671746,13,2010-01-11,13,0.0
2016/15368768,9859851,15,2016-12-05,15,0.0
2019/16609239,11422394,16,2019-01-25,16,0.0
2008/12139648,8034519,12,2008-06-16,12,0.0
2005/11043093,8565306,11,2005-01-27,11,0.0
08/363007,5563697,8,1994-12-23,8,0.0
2005/11090350,7428125,11,2005-03-24,11,0.0
08/064901,5319300,8,1993-05-24,8,0.0
2007/11765944,8232176,11,2007-06-20,11,0.0
29/157488,D477545,29,2002-03-19,29,0.0
09/382222,6290573,9,1999-08-23,9,0.0
05/620699,3968631,5,1975-10-08,5,0.0
2004/10968859,8047222,10,2004-10-18,10,0.0
06/253537,4360558,6,1981-04-13,6,0.0
2004/10795800,7780899,10,2004-03-08,10,0.0
2005/11246478,7370123,11,2005-10-11,11,0.0
2005/11155408,PP17402,11,2005-06-17,11,0.0
09/529303,6455051,9,2000-04-12,9,0.0
2011/13031245,8960687,13,2011-02-20,13,0.0
08/104351,5421314,8,1993-08-09,8,0.0
2019/16582310,10766658,16,2019-09-25,16,0.0
06/512516,4518990,6,1983-07-11,6,0.0
2011/13697282,9546248,13,2011-05-06,13,0.0
2015/14740796,9864731,14,2015-06-16,14,0.0
2013/29444904,D685170,29,2013-02-05,29,0.0
06/303535,4473334,6,1981-09-18,6,0.0
2015/14973353,9656254,14,2015-12-17,14,0.0
09/454924,6304800,9,1999-12-03,9,0.0
09/959846,6701744,9,2001-11-09,9,0.0
2003/10683842,7059061,10,2003-10-10,10,0.0
2010/12832583,8294982,12,2010-07-08,12,0.0
2010/12652133,8159089,12,2010-01-05,12,0.0
05/866359,4430685,5,1978-01-03,5,0.0
2011/13019900,9024350,13,2011-02-02,13,0.0
07/798294,5189168,7,1991-11-25,7,0.0
05/805093,4122660,5,1977-06-09,5,0.0
06/028705,4255133,6,1979-04-10,6,0.0
2013/13874165,9547713,13,2013-04-30,13,0.0
06/139071,4276406,6,1980-04-10,6,0.0
2007/11876926,8191082,11,2007-10-23,11,0.0
2007/11683089,7456211,11,2007-03-07,11,0.0
2015/15747221,10667301,15,2015-12-17,15,0.0
2013/13849391,9189043,13,2013-03-22,13,0.0
2016/15386119,10749117,15,2016-12-21,15,0.0
2003/10391599,7098556,10,2003-03-20,10,0.0
07/483591,5048763,7,1990-02-21,7,0.0
2017/16474465,11341973,16,2017-12-19,16,0.0
2014/14906598,10486889,14,2014-07-10,14,0.0
2002/10279398,7231150,10,2002-10-23,10,0.0
2002/10498198,7193416,10,2002-11-20,10,0.0
2013/13898072,9033754,13,2013-05-20,13,0.0
06/699193,4579918,6,1985-02-07,6,0.0
2011/13217204,8509175,13,2011-08-24,13,0.0
2011/13050113,8949034,13,2011-03-17,13,0.0
2002/10321449,7212971,10,2002-12-18,10,0.0
2016/15094215,10222283,15,2016-04-08,15,0.0
2002/10494577,7251043,10,2002-11-10,10,0.0
2014/14554678,9310576,14,2014-11-26,14,0.0
2011/13108097,8495469,13,2011-05-16,13,0.0
06/706830,4618798,6,1985-02-28,6,0.0
2018/16012344,10646753,16,2018-06-19,16,0.0
08/038151,5346450,8,1993-03-26,8,0.0
2019/16422936,10909959,16,2019-05-24,16,0.0
1998/09743857,7117361,9,1998-11-23,9,0.0
2017/15490689,9824264,15,2017-04-18,15,0.0
2011/29407256,D688435,29,2011-11-25,29,0.0
2018/15937486,11366998,15,2018-03-27,15,0.0
8                                   ,5852444,08,1996-11-25,08,0.0
2006/11530431,7587842,11,2006-09-08,11,0.0
2016/15053148,9987908,15,2016-02-25,15,0.0
2010/12660902,8167310,12,2010-03-08,12,0.0
08/336331,5423037,8,1994-11-08,8,0.0
2014/14460566,9358643,14,2014-08-15,14,0.0
2009/12428124,8003335,12,2009-04-22,12,0.0
05/934065,4298227,5,1978-08-16,5,0.0
2009/12919934,9493889,12,2009-02-27,12,0.0
10/407697,6739000,10,2003-04-04,10,0.0
09/573642,6339670,9,2000-05-17,9,0.0
2005/11139112,7167011,11,2005-05-27,11,0.0
08/047437,5351439,8,1993-04-15,8,0.0
2007/11687268,7527533,11,2007-03-16,11,0.0
06/689315,4629941,6,1985-01-07,6,0.0
08/973612,6140336,8,1998-02-12,8,0.0
8                                   ,5800864,08,1993-02-12,08,0.0
2003/10628673,7204825,10,2003-07-28,10,0.0
2005/11124073,7243435,11,2005-05-06,11,0.0
2014/29501314,D730664,29,2014-09-03,29,0.0
2019/16294233,11246304,16,2019-03-06,16,0.0
2003/10632278,6893388,10,2003-08-01,10,0.0
06/852481,4728543,6,1986-04-16,6,0.0
2012/14124123,9044112,14,2012-11-07,14,0.0
2017/15602929,10245096,15,2017-05-23,15,0.0
2016/15574389,10302874,15,2016-05-13,15,0.0
2004/10578056,7355538,10,2004-11-10,10,0.0
2008/12596731,8124030,12,2008-05-08,12,0.0
10/051349,6480127,10,2002-01-16,10,0.0
2013/14437003,10287473,14,2013-11-13,14,0.0
10/389879,6831792,10,2003-03-18,10,0.0
2019/16504913,11198386,16,2019-07-08,16,0.0
2013/14075222,9124015,14,2013-11-08,14,0.0
2019/29684009,D881786,29,2019-03-18,D,0.0
08/726530,5863154,8,1996-10-07,8,0.0
2019/16729973,11257827,16,2019-12-30,16,0.0
8                                   ,5737922,8,1995-01-30,8,0.0
2011/13327638,8328663,13,2011-12-15,13,0.0
2009/12605188,8378301,12,2009-10-23,12,0.0
2019/16670240,11105997,16,2019-10-31,16,0.0
10/169722,6696973,10,2002-07-15,10,0.0
2019/16968741,11342990,16,2019-02-13,16,0.0
2017/15477699,10370523,15,2017-04-03,15,0.0
05/740385,4127328,5,1976-11-10,5,0.0
07/866112,5244441,7,1992-04-07,7,0.0
2003/10513314,7179929,10,2003-04-25,10,0.0
2018/15972879,10774245,15,2018-05-07,15,0.0
09/424415,6312701,9,1999-11-23,9,0.0
09/901692,6628180,9,2001-07-11,9,0.0
07/293423,4934941,7,1989-01-04,7,0.0
08/807836,6005901,8,1997-02-27,8,0.0
2014/14483393,9291817,14,2014-09-11,14,0.0
2018/15971279,10466037,15,2018-05-04,15,0.0
2015/14811934,9733061,14,2015-07-29,14,0.0
2020/29757948,D964654,29,2020-11-11,D,0.0
07/145416,4831904,7,1988-01-19,7,0.0
09/241610,6235187,9,1999-02-02,9,0.0
29/129241,D444780,29,2000-09-08,29,0.0
2010/12885384,8589553,12,2010-09-17,12,0.0
2005/11213864,7335991,11,2005-08-30,11,0.0
2018/16002619,10411757,16,2018-06-07,16,0.0
06/642866,4607890,6,1984-08-21,6,0.0
2015/15502338,11062816,15,2015-08-07,15,0.0
2019/16460178,11094435,16,2019-07-02,16,0.0
2016/29578865,D815682,29,2016-09-26,29,0.0
08/746420,5922537,8,1996-11-08,8,0.0
2017/15814508,10354013,15,2017-11-16,15,0.0
06/836644,5012980,6,1986-03-05,6,0.0
10/302857,6756267,10,2002-11-25,10,0.0
2017/15407638,10941936,15,2017-01-17,15,0.0
2008/29317702,D600993,29,2008-05-05,29,0.0
2002/10153273,6962987,10,2002-05-21,10,0.0
2015/14822647,9546545,14,2015-08-10,14,0.0
2017/15555082,10614642,15,2017-07-14,15,0.0
2011/13578334,10188303,13,2011-02-10,13,0.0
2017/15829619,10981281,15,2017-12-01,15,0.0
05/833796,4134783,5,1977-09-16,5,0.0
2020/16999566,11263776,16,2020-08-21,16,0.0
07/147137,4931343,7,1988-01-22,7,0.0
2014/14212137,9249235,14,2014-03-14,14,0.0
2014/14313509,9051830,14,2014-06-24,14,0.0
2005/11055397,7189007,11,2005-02-09,11,0.0
2005/11632150,7803231,11,2005-08-01,11,0.0
2012/13648762,9005324,13,2012-10-10,13,0.0
07/236524,4908745,7,1988-08-05,7,0.0
2012/29429448,D694133,29,2012-08-10,29,0.0
2019/16707322,11338737,16,2019-12-09,16,0.0
2010/12959744,8147238,12,2010-12-03,12,0.0
2008/12340014,7934567,12,2008-12-19,12,0.0
08/633905,5584038,8,1996-04-17,8,0.0
2004/10999939,7291051,10,2004-12-01,10,0.0
2012/13712495,9148824,13,2012-12-12,13,0.0
8                                   ,5764480,8,1996-09-23,8,0.0
2012/13599324,8516836,13,2012-08-30,13,0.0
09/500800,6404857,9,2000-02-10,9,0.0
2007/11899804,8336424,11,2007-09-07,11,0.0
2020/17081217,11422704,17,2020-10-27,17,0.0
2007/12293262,8611329,12,2007-03-28,12,0.0
07/359557,4966474,7,1989-06-01,7,0.0
2004/10837903,7331576,10,2004-05-03,10,0.0
8                                   ,5716717,8,1997-05-07,8,0.0
2019/16551597,11243596,16,2019-08-26,16,0.0
2011/13041850,9283148,13,2011-03-07,13,0.0
2017/15485934,10862129,15,2017-04-12,15,0.0
09/321284,6226399,9,1999-05-27,9,0.0
2019/16683581,11099350,16,2019-11-14,16,0.0
2010/12870245,8735074,12,2010-08-27,12,0.0
2004/10998554,7193856,10,2004-11-30,10,0.0
29/108458,D424893,29,1999-07-28,29,0.0
10/377039,6619315,10,2003-02-28,10,0.0
2011/13020691,8298084,13,2011-02-03,13,0.0
07/458672,5016569,7,1990-01-23,7,0.0
2019/16595808,11307738,16,2019-10-08,16,0.0
2008/12051918,8041220,12,2008-03-20,12,0.0
2013/13785940,9151694,13,2013-03-05,13,0.0
2016/15013982,9913167,15,2016-02-02,15,0.0
2020/16910924,11249846,16,2020-06-24,16,0.0
2016/15239480,10183210,15,2016-08-17,15,0.0
06/087583,4371863,6,1979-10-22,6,0.0
2011/13327605,9635132,13,2011-12-15,13,0.0
2014/14333034,9712571,14,2014-07-16,14,0.0
08/264847,5408360,8,1994-06-22,8,0.0
8                                   ,5776352,08,1996-04-01,08,0.0
2008/12526617,8480982,12,2008-02-22,12,0.0
2017/15619349,10659561,15,2017-06-09,15,0.0
2004/10533583,8584249,10,2004-01-30,10,0.0
07/424677,5009051,7,1989-10-20,7,0.0
07/814783,5317681,7,1991-12-30,7,0.0
29/180317,D497075,29,2003-04-22,29,0.0
2016/15012967,9740976,15,2016-02-02,15,0.0
2006/11560722,7941105,11,2006-11-16,11,0.0
2011/13036708,8666981,13,2011-02-28,13,0.0
08/002057,5340634,8,1993-01-08,8,0.0
2013/14436781,9602952,14,2013-10-18,14,0.0
09/556816,6331209,9,2000-04-21,9,0.0
09/769858,6416109,9,2001-01-25,9,0.0
2007/11747767,7427148,11,2007-05-11,11,0.0
10/214604,6775598,10,2002-08-08,10,0.0
2007/29296687,D642263,29,2007-10-25,29,0.0
2002/10262873,6879724,10,2002-10-03,10,0.0
2018/16485690,11064332,16,2018-02-16,16,0.0
2014/14492565,9338414,14,2014-09-22,14,0.0
09/485983,6514480,9,2000-04-28,9,0.0
07/799194,5169152,7,1991-11-27,7,0.0
2010/13505896,9173391,13,2010-10-28,13,0.0
06/515617,4538892,6,1983-07-20,6,0.0
09/566002,6239133,9,2000-05-05,9,0.0
2015/15576637,10846265,15,2015-05-27,15,0.0
06/608488,4617852,6,1984-05-08,6,0.0
2017/15731004,11275072,15,2017-04-05,15,0.0
08/935217,6074583,8,1997-09-22,8,0.0
2008/12010847,7996605,12,2008-01-30,12,0.0
10/141236,6603017,10,2002-05-09,10,0.0
2016/15746311,11179348,15,2016-06-09,15,0.0
2003/10508368,7612354,10,2003-03-19,10,0.0
2006/12293689,8125403,12,2006-12-15,12,0.0
2020/17247302,11381887,17,2020-12-07,17,0.0
2010/29366784,D634974,29,2010-07-29,29,0.0
2015/15125090,10397766,15,2015-03-19,15,0.0
09/060539,5913432,9,1998-04-14,9,0.0
2003/10372061,6854637,10,2003-02-20,10,0.0
08/490807,5651155,8,1995-06-15,8,0.0
2003/10376255,6902512,10,2003-03-03,10,0.0
2018/16105880,10673741,16,2018-08-20,16,0.0
08/367706,5527098,8,1995-01-03,8,0.0
2017/15462110,10069475,15,2017-03-17,15,0.0
2001/09852962,6867816,9,2001-05-10,9,0.0
05/930303,4189542,5,1978-08-02,5,0.0
2017/15617451,10364987,15,2017-06-08,15,0.0
2011/13039136,8380445,13,2011-03-02,13,0.0
2015/29539814,D830548,29,2015-09-17,D,0.0
2020/16858975,11083934,16,2020-04-27,16,0.0
2008/12068045,7731808,12,2008-02-01,12,0.0
06/151102,4319380,6,1980-05-19,6,0.0
2013/29447586,D690644,29,2013-03-05,29,0.0
2015/14721808,9425023,14,2015-05-26,14,0.0
8                                   ,5724132,8,1996-10-24,8,0.0
2005/11227950,7667076,11,2005-09-14,11,0.0
2011/13301483,9546783,13,2011-11-21,13,0.0
07/615972,5097782,7,1990-11-20,7,0.0
09/914947,6784758,9,2001-12-31,9,0.0
2010/12938605,9131229,12,2010-11-03,12,0.0
07/071189,4892453,7,1987-07-08,7,0.0
07/952513,5340584,7,1993-02-01,7,0.0
09/654622,6336682,9,2000-09-05,9,0.0
2018/15939306,10718982,15,2018-03-29,15,0.0
05/591109,4041015,5,1975-06-27,5,0.0
2009/12417720,7846295,12,2009-04-03,12,0.0
2012/13566607,8787558,13,2012-08-03,13,0.0
10/429451,6722152,10,2003-05-05,10,0.0
2010/12694051,8236031,12,2010-01-26,12,0.0
09/263415,6463773,9,1999-03-05,9,0.0
29/170739,D483983,29,2002-11-12,29,0.0
07/301397,4956111,7,1989-01-25,7,0.0
07/686659,5083935,7,1991-04-17,7,0.0
07/625501,5203607,7,1990-12-11,7,0.0
2019/29697398,D938251,29,2019-07-08,D,0.0
2010/12764724,8400450,12,2010-04-21,12,0.0
2011/13153135,8582963,13,2011-06-03,13,0.0
2013/14378562,9293046,14,2013-02-15,14,0.0
2018/17040939,11436980,17,2018-03-28,17,0.0
2011/13153996,8435814,13,2011-06-06,13,0.0
07/229282,4870232,7,1988-08-08,7,0.0
2017/15669292,10456187,15,2017-08-04,15,0.0
2011/13023923,8211209,13,2011-02-09,13,0.0
2005/11258560,7670317,11,2005-10-25,11,0.0
2019/16294893,10714607,16,2019-03-06,16,0.0
2007/11861963,7903065,11,2007-09-26,11,0.0
2018/16767202,11148850,16,2018-06-01,16,0.0
07/330520,4973829,7,1989-03-30,7,0.0
06/670660,4537305,6,1984-11-09,6,0.0
05/815034,D253844,5,1977-07-12,5,0.0
29/078187,D410286,29,1997-10-20,29,0.0
2010/12684562,9089311,12,2010-01-08,12,0.0
09/635820,6629986,9,2000-08-09,9,0.0
2005/11887689,8273092,11,2005-11-21,11,0.0
08/243804,5525235,8,1994-05-17,8,0.0
2002/10273490,7190799,10,2002-10-18,10,0.0
05/595408,D243424,5,1975-07-14,5,0.0
07/744009,D343349,7,1991-08-12,7,0.0
08/216936,5648987,8,1994-03-24,8,0.0
2015/14934729,9455849,14,2015-11-06,14,0.0
2017/15783486,10316541,15,2017-10-13,15,0.0
2009/12991391,8439746,12,2009-05-06,12,0.0
09/356906,6113057,9,1999-07-20,9,0.0
08/895946,5967457,8,1997-07-17,8,1.0
2013/13815676,9131669,13,2013-03-14,13,0.0
05/782258,4106301,5,1977-03-28,5,0.0
2021/29817319,D963755,29,2021-11-30,D,0.0
09/702946,6656145,9,2000-10-31,9,0.0
2009/12538436,8379680,12,2009-08-10,12,0.0
2018/16225323,11073559,16,2018-12-19,16,0.0
2011/13093966,8516929,13,2011-04-26,13,0.0
2015/15310633,10310838,15,2015-06-08,15,0.0
06/788696,4725409,6,1985-10-21,6,0.0
2016/15174253,9959660,15,2016-06-06,15,0.0
2018/16479967,11228708,16,2018-03-08,16,0.0
07/151952,4835954,7,1988-02-03,7,0.0
08/730663,5895333,8,1996-10-11,8,0.0
07/174197,4805769,7,1988-03-28,7,0.0
2011/13312025,9568555,13,2011-12-06,13,0.0
2016/15200596,9899631,15,2016-07-01,15,0.0
2008/12163168,8247290,12,2008-06-27,12,0.0
06/334740,4399998,6,1981-12-28,6,0.0
07/256514,4942148,7,1988-10-12,7,0.0
2017/15796529,10728262,15,2017-10-27,15,0.0
D                                   ,D393877,D,1995-11-02,D,0.0
09/761394,6588162,9,2001-01-16,9,0.0
09/015003,6030783,9,1998-01-28,9,0.0
07/516150,5029807,7,1990-04-30,7,0.0
2017/16326778,11330295,16,2017-08-17,16,0.0
07/090375,4840187,7,1987-08-28,7,0.0
2018/16014878,10386338,16,2018-06-21,16,0.0
2011/13302545,8625008,13,2011-11-22,13,0.0
09/403229,6227341,9,1999-10-15,9,0.0
08/100128,5358319,8,1993-07-30,8,0.0
05/860119,D257869,5,1977-12-13,5,0.0
2016/15236567,9963045,15,2016-08-15,15,0.0
2013/13933036,8878038,13,2013-07-01,13,0.0
29/119231,D440987,29,2000-02-25,29,0.0
8                                   ,5764666,8,1995-12-07,8,0.0
09/719538,6789617,9,2001-06-13,9,0.0
2020/16787865,11260607,16,2020-02-11,16,0.0
2021/29814635,D961869,29,2021-11-08,D,0.0
2017/15458883,10162533,15,2017-03-14,15,0.0
09/268093,6425293,9,1999-03-13,9,0.0
05/796186,4135636,5,1977-05-12,5,0.0
2018/16016841,10971298,16,2018-06-25,16,0.0
06/874546,4732154,6,1986-06-16,6,0.0
2018/29633348,D844385,29,2018-01-12,D,0.0
2017/29623504,D850149,29,2017-10-25,D,0.0
05/053702,3981916,5,1970-07-09,5,0.0
2017/29617530,D836937,29,2017-09-14,D,0.0
2018/16041005,11237588,16,2018-07-20,16,0.0
09/039657,6136787,9,1998-03-16,9,0.0
2011/13234301,8114823,13,2011-09-16,13,0.0
8                                   ,5732334,8,1996-12-06,8,0.0
2004/10883449,6966281,10,2004-07-01,10,0.0
2014/14482861,10630306,14,2014-09-10,14,0.0
2019/16295142,10704322,16,2019-03-07,16,0.0
08/415730,5486358,8,1995-04-03,8,0.0
09/009727,6043628,9,1998-01-21,9,0.0
2016/15140263,9650803,15,2016-04-27,15,0.0
2015/14688209,9916213,14,2015-04-16,14,0.0
09/259408,6145091,9,1999-02-22,9,0.0
2014/14457464,9723973,14,2014-08-12,14,0.0
09/078678,6171871,9,1998-05-14,9,0.0
2014/14581742,10289814,14,2014-12-23,14,0.0
09/377487,6231782,9,1999-08-20,9,0.0
06/256135,4326788,6,1981-04-21,6,0.0
2014/14275841,9705431,14,2014-05-12,14,0.0
2009/29315564,D626557,29,2009-07-06,29,0.0
2016/15390288,10552016,15,2016-12-23,15,0.0
2007/11836923,7690421,11,2007-08-10,11,0.0
2006/11348878,7529876,11,2006-02-07,11,0.0
07/488628,5053016,7,1990-03-02,7,0.0
2005/11220437,7774756,11,2005-09-07,11,0.0
2013/14042703,9129386,14,2013-09-30,14,0.0
09/846825,6436121,9,2001-04-30,9,0.0
2014/14416253,9740335,14,2014-04-16,14,0.0
2005/11075729,7326260,11,2005-03-10,11,0.0
09/512461,6327785,9,2000-02-24,9,0.0
2014/14560317,9817301,14,2014-12-04,14,0.0
07/667426,5292007,7,1991-03-11,7,0.0
2015/14870786,9821289,14,2015-09-30,14,0.0
2011/13821871,9140626,13,2011-07-20,13,0.0
07/226602,4853826,7,1988-08-01,7,0.0
2010/12714376,8626824,12,2010-02-26,12,0.0
8                                   ,5792835,08,1995-06-06,08,0.0
2019/16702857,11395724,16,2019-12-04,16,0.0
2002/10108295,7161963,10,2002-03-25,10,0.0
2009/12574458,8450103,12,2009-10-06,12,0.0
2012/13367782,9010688,13,2012-02-07,13,0.0
2020/17005270,11418219,17,2020-08-27,17,0.0
D                                   ,D395721,D,1997-05-12,D,0.0
2016/15174245,9823087,15,2016-06-06,15,0.0
2008/12678366,9023626,12,2008-09-17,12,0.0
07/413129,4983449,7,1989-09-27,7,0.0
08/024974,5445720,8,1993-03-02,8,0.0
2002/10250375,7375726,10,2002-01-08,10,0.0
05/902717,4214560,5,1978-05-04,5,0.0
2009/12537314,8096394,12,2009-08-07,12,0.0
07/491364,D317507,7,1990-03-09,7,0.0
07/037520,4750769,7,1987-04-13,7,0.0
8                                   ,5786796,08,1996-03-01,08,0.0
07/728956,D343261,7,1991-07-11,7,0.0
2011/13052634,9149276,13,2011-03-21,13,0.0
2010/12713605,8022098,12,2010-02-26,12,0.0
2020/16805174,11043235,16,2020-02-28,16,0.0
2017/15826998,10636534,15,2017-11-30,15,0.0
2013/14019541,9195050,14,2013-09-06,14,0.0
05/874294,4150205,5,1978-02-01,5,0.0
2007/11741899,7810284,11,2007-04-30,11,0.0
2016/15180771,9866701,15,2016-06-13,15,0.0
2014/14530268,9638364,14,2014-10-31,14,0.0
2012/13622321,9278142,13,2012-09-18,13,0.0
2015/14946902,9824419,14,2015-11-20,14,0.0
2004/10559913,7827511,10,2004-06-01,10,0.0
05/600119,4012515,5,1975-07-29,5,0.0
08/025598,5308514,8,1993-03-03,8,0.0
29/175192,D484409,29,2003-01-31,29,0.0
2012/13461347,9246245,13,2012-05-01,13,0.0
29/156822,D465029,29,2002-03-07,29,0.0
2018/16152139,11100498,16,2018-10-04,16,0.0
2005/11039453,RE41979,11,2005-01-20,11,0.0
2003/10707131,6876238,10,2003-11-21,10,0.0
2015/14958328,10082328,14,2015-12-03,14,0.0
2011/13809278,9068148,13,2011-07-07,13,0.0
08/100101,5581898,8,1993-07-30,8,0.0
2019/16383798,10915955,16,2019-04-15,16,0.0
2015/15524137,10158403,15,2015-11-05,15,0.0
2008/12039426,7908852,12,2008-02-28,12,0.0
2003/10628126,7004356,10,2003-07-28,10,0.0
2012/13366094,8837640,13,2012-02-03,13,0.0
08/193974,5445560,8,1994-02-09,8,0.0
06/385266,4463740,6,1982-06-04,6,0.0
2015/29524325,D759211,29,2015-04-20,29,0.0
29/081074,D408403,29,1997-10-09,29,0.0
2008/12057390,7619952,12,2008-03-28,12,0.0
2013/13783701,9694401,13,2013-03-04,13,0.0
2008/12525940,8184445,12,2008-02-07,12,0.0
2011/13213327,9670424,13,2011-08-19,13,0.0
2015/14593028,9589787,14,2015-01-09,14,0.0
2019/16653314,11126446,16,2019-10-15,16,0.0
2019/16504795,11010789,16,2019-07-08,16,0.0
2016/16097802,10954768,16,2016-06-06,16,0.0
2019/16244858,10867342,16,2019-01-10,16,0.0
2003/10513813,7780391,10,2003-05-09,10,0.0
2005/11051173,7530657,11,2005-02-03,11,0.0
06/482077,4479922,6,1983-04-04,6,0.0
07/621930,D325057,7,1990-12-04,7,0.0
2015/14639709,9627941,14,2015-03-05,14,0.0
05/930166,4190702,5,1978-08-02,5,0.0
06/217582,4406673,6,1980-12-18,6,0.0
2013/29467137,D718014,29,2013-09-16,29,0.0
2003/10526865,7109522,10,2003-08-22,10,0.0
2007/11765082,8035842,11,2007-06-19,11,0.0
10/177938,6643962,10,2002-06-19,10,0.0
2014/14121630,PP26845,14,2014-09-29,14,0.0
06/013111,T993006,6,1979-02-21,6,0.0
2018/15997950,10432795,15,2018-06-05,15,0.0
06/552909,4604769,6,1983-11-17,6,0.0
06/284881,4356287,6,1981-07-20,6,0.0
07/769641,5212849,7,1991-10-01,7,0.0
2007/11788045,8110556,11,2007-04-18,11,0.0
2004/10838062,7044351,10,2004-05-03,10,0.0
09/968964,6412606,9,2001-10-03,9,0.0
08/644193,5596874,8,1996-05-10,8,0.0
9                                   ,6167868,09,1998-09-28,09,0.0
2017/15810065,10298500,15,2017-11-12,15,0.0
09/097267,5916498,9,1998-06-15,9,0.0
2005/10594069,7678211,10,2005-03-23,10,0.0
2014/14535841,9732805,14,2014-11-07,14,0.0
07/943549,5278485,7,1992-09-11,7,0.0
09/354530,6210357,9,1999-07-15,9,0.0
2011/13152899,8877833,13,2011-06-03,13,0.0
2008/12209580,8074614,12,2008-09-12,12,0.0
06/604998,4614430,6,1984-04-27,6,0.0
07/247307,D310411,7,1988-09-21,7,0.0
06/509108,4603773,6,1983-06-29,6,0.0
2019/29682362,D917775,29,2019-03-04,D,0.0
07/967810,5304043,7,1992-10-28,7,0.0
2003/10503614,7255788,10,2003-02-06,10,0.0
09/084436,6496203,9,1998-05-27,9,0.0
2007/12373275,8557601,12,2007-07-10,12,0.0
2016/15150718,10260503,15,2016-05-10,15,0.0
08/347265,5522476,8,1994-11-30,8,0.0
2016/15508326,10287377,15,2016-06-03,15,0.0
29/131145,D444333,29,2000-10-13,29,0.0
2012/29426479,D708250,29,2012-07-06,29,0.0
2006/11588192,9746478,11,2006-10-26,11,0.0
2015/14971710,9790865,14,2015-12-16,14,0.0
09/492139,6372062,9,2000-01-27,9,0.0
2014/15037920,10392652,15,2014-11-21,15,0.0
07/096328,D314467,7,1987-09-14,7,0.0
2006/11385941,7898095,11,2006-03-20,11,0.0
29/134863,D450301,29,2001-01-03,29,0.0
2011/13247062,9882624,13,2011-09-28,13,0.0
2009/13127451,9132240,13,2009-11-06,13,0.0
2016/15040631,10379118,15,2016-02-10,15,0.0
2014/14184259,9551417,14,2014-02-19,14,0.0
2018/16196659,10886457,16,2018-11-20,16,0.0
2016/15193191,10299679,15,2016-06-27,15,0.0
2000/09644167,6897272,9,2000-08-23,9,0.0
2016/15082161,9917105,15,2016-03-28,15,0.0
08/458636,5662489,8,1995-06-12,8,0.0
2004/10925865,7214979,10,2004-08-25,10,0.0
2017/29629339,D847855,29,2017-12-12,D,0.0
2014/14464353,9722294,14,2014-08-20,14,0.0
2017/29621386,D844151,29,2017-10-06,D,0.0
06/578255,D283524,6,1984-02-08,6,0.0
2010/12776911,8493024,12,2010-05-10,12,0.0
8                                   ,5849964,08,1995-12-27,08,0.0
08/103456,5459525,8,1993-08-06,8,0.0
2005/11184869,7824493,11,2005-07-20,11,0.0
2017/15839610,10020485,15,2017-12-12,15,0.0
08/338129,5478966,8,1994-11-09,8,0.0
09/007038,PP11021,9,1998-01-14,9,0.0
07/097988,4839371,7,1987-09-17,7,0.0
09/566726,6435812,9,2000-05-09,9,0.0
2016/16079337,10497785,16,2016-03-28,16,0.0
