patent_id,ipc_sequence,classification_level,section,ipc_class,subclass,main_group,subgroup,symbol_position,classification_value,classification_status,classification_data_source,action_date,ipc_version_indicator
10671665,0,A,G,6,F,16,20,F,I,B,H,2020-06-02,2019-01-01
11251421,0,A,H,1,M,4,36,F,I,B,H,2022-02-15,2006-01-01
8881874,0,A,F,16,D,65,56,F,I,B,H,2014-11-11,2006-01-01
10302660,8,A,A,61,K,31,592,L,I,B,H,2019-05-28,2006-01-01
9897860,0,A,G,2,F,1,1337,F,I,B,H,2018-02-20,2006-01-01
8123899,0,A,C,9,J,7,02,F,I,B,H,2012-02-28,2006-01-01
10279036,15,A,A,61,K,31,282,L,I,B,H,2019-05-07,2006-01-01
10499119,4,A,H,4,N,21,435,L,I,B,H,2019-12-03,2011-01-01
7180400,0,A,G,5,B,19,00,F,I,B,H,2007-02-20,2006-01-01
10654101,18,A,C,8,K,3,8,L,N,B,H,2020-05-19,2006-01-01
6857530,0,,B,65,D,021,/00,,,,,,
8343457,1,A,A,61,K,51,00,L,I,B,H,2013-01-01,2006-01-01
11386403,0,A,G,6,Q,10,0,F,I,B,H,2022-07-12,2012-01-01
9502611,5,A,H,1,L,33,58,L,N,B,H,2016-11-22,2010-01-01
10092830,8,A,G,6,F,13,10,L,I,B,H,2018-10-09,2006-01-01
10916799,7,A,H,1,M,4,36,L,I,B,H,2021-02-09,2006-01-01
10511886,3,A,H,4,N,21,438,L,I,B,H,2019-12-17,2011-01-01
10930553,2,A,H,1,L,23,528,L,I,B,H,2021-02-23,2006-01-01
9947682,1,A,G,11,C,16,10,L,I,B,H,2018-04-17,2006-01-01
9486468,0,A,A,61,K,31,7048,F,I,B,H,2016-11-08,2006-01-01
6517685,0,,D,21,F,11,00,,,,,,
8831400,0,A,H,4,N,9,80,F,I,B,H,2014-09-09,2006-01-01
10742111,3,A,H,2,M,3,335,L,I,B,H,2020-08-11,2006-01-01
8016210,1,A,B,5,B,3,02,L,I,B,H,2011-09-13,2006-01-01
9744959,0,A,B,60,W,10,02,F,I,B,H,2017-08-29,2006-01-01
5657183,0,,G,11,B,5,012,,,,,,
10081254,2,A,B,60,L,8,0,L,I,B,H,2018-09-25,2006-01-01
9855000,3,A,A,61,B,5,145,L,N,B,H,2018-01-02,2006-01-01
5675466,0,,H,2,H,9,00,,,,,,
7257942,0,A,F,1,N,3,00,F,I,B,H,2007-08-21,2006-01-01
5782484,0,,B,60,G,3,20,,,,,,
6090498,0,,G,11,B,5,66,,,,,,
11358340,0,A,B,29,C,64,393,F,I,B,H,2022-06-14,2017-01-01
9780758,1,A,H,1,F,7,06,L,I,B,H,2017-10-03,2006-01-01
4480953,0,,B,65,H,31,06,,,,,,
10612728,8,A,F,21,V,3,0,L,N,B,H,2020-04-07,2015-01-01
8295878,0,A,H,4,B,1,38,F,I,B,H,2012-10-23,2006-01-01
9677532,6,A,F,2,P,5,155,L,N,B,H,2017-06-13,2006-01-01
10000472,1,A,C,7,D,311,94,L,I,B,H,2018-06-19,2006-01-01
10895421,2,A,H,1,L,35,2,L,I,B,H,2021-01-19,2006-01-01
10557881,2,A,H,2,H,1,0,L,I,B,H,2020-02-11,2006-01-01
11311496,4,A,A,61,Q,15,0,L,N,B,H,2022-04-26,2006-01-01
11367249,1,A,G,6,F,3,4815,L,I,B,H,2022-06-21,2022-01-01
9353572,1,A,E,21,B,7,02,L,I,B,H,2016-05-31,2006-01-01
9382441,3,A,C,9,D,183,08,L,I,B,H,2016-07-05,2006-01-01
10171681,1,A,H,4,W,4,24,L,I,B,H,2019-01-01,2018-01-01
9476715,1,A,H,4,W,4,02,L,I,B,H,2016-10-25,2009-01-01
11150342,2,A,G,6,T,7,41,L,I,B,H,2021-10-19,2017-01-01
7450657,0,A,H,4,B,7,02,F,I,B,H,2008-11-11,2006-01-01
5968500,1,,A,61,K,9,52,,,,,,
10884614,1,A,G,6,F,3,488,L,I,B,H,2021-01-05,2013-01-01
10356628,3,A,H,4,W,16,18,L,I,B,H,2019-07-16,2009-01-01
11026972,8,A,A,61,P,35,0,L,I,B,H,2021-06-08,2006-01-01
10762369,0,A,G,6,K,9,3,F,I,B,H,2020-09-01,2006-01-01
6443777,0,,H,1,R,24,00,,,,,,
10576433,0,A,B,1,D,71,64,F,I,B,H,2020-03-03,2006-01-01
5316765,0,,A,61,K,45,00,,,,,,
11355631,3,A,H,1,L,29,40,L,I,B,H,2022-06-07,2006-01-01
9391046,4,A,H,1,L,23,36,L,I,B,H,2016-07-12,2006-01-01
8921281,3,A,C,40,B,40,08,L,I,B,H,2014-12-30,2006-01-01
11230014,2,A,A,61,B,5,0,L,I,B,H,2022-01-25,2006-01-01
8859138,0,A,H,1,M,2,04,F,I,B,H,2014-10-14,2006-01-01
6191301,1,,C,7,C,69,52,,,,,,
6613027,0,,A,61,F,5,44,,,,,,
8788053,0,A,A,61,N,1,37,F,I,B,H,2014-07-22,2006-01-01
9877525,0,A,A,41,D,13,00,F,I,B,H,2018-01-30,2006-01-01
11447052,6,A,E,2,F,9,20,L,I,B,H,2022-09-20,2006-01-01
7879557,3,A,C,7,K,14,435,L,I,B,H,2011-02-01,2006-01-01
5723560,0,,C,8,F,10,06,,,,,,
10591257,3,A,B,32,B,15,16,L,N,B,H,2020-03-17,2006-01-01
10268702,1,A,G,6,F,17,30,L,I,B,H,2019-04-23,2006-01-01
7505819,7,A,H,4,L,12,26,L,I,B,H,2009-03-17,2006-01-01
9157065,1,A,C,12,N,5,079,L,I,B,H,2015-10-13,2010-01-01
7224776,0,A,H,4,M,11,00,F,I,B,H,2007-05-29,2006-01-01
10685701,0,A,G,11,C,11,41,F,I,B,H,2020-06-16,2006-01-01
9257444,0,A,H,1,L,21,336,F,I,B,H,2016-02-09,2006-01-01
11409154,4,A,G,2,F,1,1337,L,N,B,H,2022-08-09,2006-01-01
9416914,0,A,A,47,G,1,10,F,I,B,H,2016-08-16,2006-01-01
8059352,0,A,G,11,B,5,09,F,I,B,H,2011-11-15,2006-01-01
9619060,1,A,G,6,F,3,042,L,I,B,H,2017-04-11,2006-01-01
4551853,0,,H,4,B,1,64,,,,,,
11451481,1,A,H,4,W,28,2,L,I,B,H,2022-09-20,2009-01-01
10021032,2,A,H,4,L,12,857,L,I,B,H,2018-07-10,2013-01-01
RE29967,0,,B,1,F,7,32,,,,,,
5869490,0,,A,1,N,43,60,,,,,,
11013624,0,A,A,61,F,2,90,F,I,B,H,2021-05-25,2013-01-01
11285825,1,A,H,2,J,7,4,L,I,B,H,2022-03-29,2006-01-01
10104722,1,A,H,5,B,6,64,L,I,B,H,2018-10-16,2006-01-01
5253064,0,,H,4,N,3,223,,,,,,
10886027,5,A,G,6,F,40,30,L,I,B,H,2021-01-05,2020-01-01
10525420,10,A,C,2,F,101,30,L,N,B,H,2020-01-07,2006-01-01
5283420,2,,A,47,J,36,24,,,,,,
10221793,0,A,F,2,D,35,2,F,I,B,H,2019-03-05,2006-01-01
4801076,0,,B,65,D,27,14,,,,,,
10094384,2,A,F,4,D,29,22,L,I,B,H,2018-10-09,2006-01-01
4573547,1,,G,6,K,11,02,,,,,,
10076281,3,A,A,61,B,5,24,L,I,B,H,2018-09-18,2006-01-01
9558867,1,A,C,8,K,5,52,L,I,B,H,2017-01-31,2006-01-01
10274069,5,A,B,60,K,17,36,L,I,B,H,2019-04-30,2006-01-01
4609136,0,,B,25,C,1,04,,,,,,
11096803,4,A,A,61,F,2,70,L,I,B,H,2021-08-24,2006-01-01
7548440,1,A,H,2,M,3,338,L,N,B,H,2009-06-16,2006-01-01
4589608,0,,B,65,H,21,00,,,,,,
7190948,1,A,H,4,M,11,00,L,I,B,H,2007-03-13,2006-01-01
6118320,0,,G,6,F,1,04,,,,,,
10246191,0,A,B,64,D,11,6,F,I,B,H,2019-04-02,2006-01-01
10448658,16,A,A,23,K,20,163,L,I,B,H,2019-10-22,2016-01-01
6063467,0,,B,32,B,3,00,,,,,,
9052260,0,A,G,1,N,25,56,F,I,B,H,2015-06-09,2006-01-01
9871709,10,A,H,4,M,3,22,L,I,B,H,2018-01-16,2006-01-01
6159921,0,,C,11,D,14,02,,,,,,
9099263,5,A,H,1,H,13,62,L,N,B,H,2015-08-04,2006-01-01
3943604,0,,D,1,B,,,,,,,,
7144599,2,A,B,5,D,5,00,L,I,B,H,2006-12-05,2006-01-01
7330470,0,A,H,4,L,12,56,F,I,B,H,2008-02-12,2006-01-01
8956831,0,A,C,12,P,21,06,F,I,B,H,2015-02-17,2006-01-01
9397246,5,A,H,1,L,31,0747,L,I,B,H,2016-07-19,2012-01-01
8247452,0,A,C,7,C,275,24,F,I,B,H,2012-08-21,2006-01-01
8355161,4,A,H,4,N,1,00,L,I,B,H,2013-01-15,2006-01-01
11360019,3,A,G,1,N,21,25,L,I,B,H,2022-06-14,2006-01-01
11209008,7,A,H,2,P,29,0,L,I,B,H,2021-12-28,2016-01-01
4236253,1,,H,3,D,3,04,,,,,,
9348437,8,A,H,4,L,29,06,L,N,B,H,2016-05-24,2006-01-01
11168101,4,A,A,61,P,35,0,L,I,B,H,2021-11-09,2006-01-01
5232470,0,,B,24,B,1,00,,,,,,
8925912,3,A,B,65,H,3,56,L,I,B,H,2015-01-06,2006-01-01
8852620,2,A,A,61,L,27,54,L,I,B,H,2014-10-07,2006-01-01
5651039,0,,G,1,B,7,00,,,,,,
7680030,0,A,H,4,J,3,14,F,I,B,H,2010-03-16,2006-01-01
8521673,2,A,G,6,F,15,18,L,I,B,H,2013-08-27,2006-01-01
5517035,0,,G,2,B,27,00,,,,,,
4476144,1,,A,23,L,1,238,,,,,,
9981447,2,A,B,29,C,65,60,L,I,B,H,2018-05-29,2006-01-01
9397414,0,A,H,1,R,13,627,F,I,B,H,2016-07-19,2006-01-01
8473065,0,A,A,61,N,1,00,F,I,B,H,2013-06-25,2006-01-01
5011781,3,,G,21,G,4,00,,,,,,
9578858,2,A,A,1,K,31,00,L,I,B,H,2017-02-28,2006-01-01
11279854,2,A,C,3,C,17,30,L,I,B,H,2022-03-22,2006-01-01
11040730,2,A,B,65,G,9,0,L,I,B,H,2021-06-22,2006-01-01
9522456,1,A,B,25,B,5,06,L,I,B,H,2016-12-20,2006-01-01
6872765,7,,C,9,D,161,/00,,,,,,
7809778,1,A,G,6,F,17,30,L,I,B,H,2010-10-05,2006-01-01
10330884,1,A,G,2,B,7,2,L,I,B,H,2019-06-25,2006-01-01
6900013,0,,C,12,Q,001,/68,,,,,,
8538249,0,A,F,21,V,7,00,F,I,B,H,2013-09-17,2006-01-01
7825309,0,A,A,1,H,5,10,F,I,B,H,2010-11-02,2006-01-01
10712553,4,A,G,2,B,21,34,L,I,B,H,2020-07-14,2006-01-01
4633320,0,,H,4,N,5,68,,,,,,
10122996,5,A,G,6,T,7,593,L,I,B,H,2018-11-06,2017-01-01
D402700,0,,D,26,03,,,,,,,,
10219660,0,A,A,47,L,5,24,F,I,B,H,2019-03-05,2006-01-01
8205267,0,A,G,6,F,17,30,F,I,B,H,2012-06-19,2006-01-01
9144482,2,A,A,61,F,2,00,L,I,B,H,2015-09-29,2006-01-01
11327104,1,A,H,4,W,4,38,L,I,B,H,2022-05-10,2018-01-01
7832880,0,A,G,2,B,5,22,F,I,B,H,2010-11-16,2006-01-01
4129146,0,,F,17,C,5,02,,,,,,
9226674,2,A,A,61,B,5,0432,L,I,B,H,2016-01-05,2006-01-01
4326351,2,,A,63,B,71,00,,,,,,
4310586,1,,C,25,D,11,22,,,,,,
11447269,1,A,B,64,C,9,4,L,I,B,H,2022-09-20,2006-01-01
10972813,3,A,H,4,W,12,2,L,I,B,H,2021-04-06,2009-01-01
8793824,0,A,A,61,G,7,005,F,I,B,H,2014-08-05,2006-01-01
9545415,7,A,A,61,K,31,635,L,I,B,H,2017-01-17,2006-01-01
10237247,0,A,H,4,L,9,0,F,I,B,H,2019-03-19,2006-01-01
11250168,1,A,G,6,F,21,81,L,I,B,H,2022-02-15,2013-01-01
10176952,1,A,H,1,H,50,38,L,I,B,H,2019-01-08,2006-01-01
10943662,0,A,G,11,C,16,34,F,I,B,H,2021-03-09,2006-01-01
8523117,0,A,G,12,B,9,00,F,I,B,H,2013-09-03,2006-01-01
8872598,6,A,H,3,H,9,74,L,I,B,H,2014-10-28,2006-01-01
9206526,1,A,C,30,B,23,04,L,I,B,H,2015-12-08,2006-01-01
8921466,7,A,C,8,F,255,02,L,I,B,H,2014-12-30,2006-01-01
10067779,0,A,G,6,Q,40,0,F,I,B,H,2018-09-04,2012-01-01
10515759,7,A,H,1,G,4,20,L,I,B,H,2019-12-24,2006-01-01
10084649,1,A,H,4,L,12,24,L,I,B,H,2018-09-25,2006-01-01
11369457,2,A,A,61,C,3,0,L,I,B,H,2022-06-28,2006-01-01
9261160,0,A,F,16,F,9,34,F,I,B,H,2016-02-16,2006-01-01
9159868,4,A,H,1,L,33,44,L,N,B,H,2015-10-13,2010-01-01
11268029,5,A,F,28,F,1,0,L,I,B,H,2022-03-08,2006-01-01
8469516,5,A,F,21,V,9,14,L,I,B,H,2013-06-25,2006-01-01
10724140,0,A,C,23,C,16,46,F,I,B,H,2020-07-28,2006-01-01
7979085,0,A,H,4,B,7,00,F,I,B,H,2011-07-12,2006-01-01
10438460,12,A,G,8,B,5,22,L,I,B,H,2019-10-08,2006-01-01
6064961,0,,G,1,L,13,00,,,,,,
4222358,1,,F,2,M,47,02,,,,,,
9156606,5,A,B,65,D,85,00,L,I,B,H,2015-10-13,2006-01-01
11237456,0,A,G,3,B,9,22,F,I,B,H,2022-02-01,2021-01-01
8432399,0,A,G,6,T,11,20,F,I,B,H,2013-04-30,2006-01-01
10370473,6,A,C,8,F,220,30,L,I,B,H,2019-08-06,2006-01-01
8627399,3,A,H,4,N,7,18,L,I,B,H,2014-01-07,2006-01-01
5456253,0,,A,61,B,5,00,,,,,,
7009164,1,A,H,1,L,27,146,L,I,B,H,2006-03-07,2006-01-01
10251576,2,A,A,61,B,5,432,L,I,B,H,2019-04-09,2006-01-01
7302713,0,A,E,3,D,5,00,F,I,B,H,2007-12-04,2006-01-01
11057737,3,A,H,4,B,17,318,L,I,B,H,2021-07-06,2015-01-01
9062242,4,A,C,9,K,8,66,L,I,B,H,2015-06-23,2006-01-01
11129275,1,A,H,5,K,1,2,L,I,B,H,2021-09-21,2006-01-01
9504427,5,A,G,6,G,7,58,L,N,B,H,2016-11-29,2006-01-01
9223976,4,A,G,6,F,21,56,L,I,B,H,2015-12-29,2013-01-01
9208865,1,A,G,11,C,13,00,L,I,B,H,2015-12-08,2006-01-01
8044047,0,A,C,7,D,265,02,F,I,B,H,2011-10-25,2006-01-01
10390291,1,A,H,4,W,48,10,L,I,B,H,2019-08-20,2009-01-01
5055488,0,,A,61,K,31,365,,,,,,
5863340,0,,C,23,C,16,00,,,,,,
4562344,0,,G,1,J,1,20,,,,,,
7801512,9,A,B,60,Q,1,54,L,I,B,H,2010-09-21,2006-01-01
9756247,2,A,G,3,B,7,16,L,I,B,H,2017-09-05,2014-01-01
4586621,1,,A,61,J,17,00,,,,,,
9955889,4,A,A,61,B,5,00,L,I,B,H,2018-05-01,2006-01-01
8920673,3,A,C,7,C,65,05,L,I,B,H,2014-12-30,2006-01-01
10525995,2,A,B,61,L,1,20,L,I,B,H,2020-01-07,2006-01-01
10957947,3,A,G,1,R,19,165,L,I,B,H,2021-03-23,2006-01-01
9312829,5,A,H,4,S,7,00,L,N,B,H,2016-04-12,2006-01-01
9058845,7,A,H,4,N,5,85,L,N,B,H,2015-06-16,2006-01-01
4137351,0,,F,41,F,17,08,,,,,,
6717092,0,,B,23,K,31,02,,,,,,
5466594,1,,C,12,N,9,54,,,,,,
9339964,10,A,B,29,C,47,92,L,I,B,H,2016-05-17,2006-01-01
10617023,0,A,H,5,K,5,0,F,I,B,H,2020-04-07,2006-01-01
4962337,1,,H,2,P,1,22,,,,,,
4992365,0,,C,12,Q,1,04,,,,,,
4815650,0,,F,16,L,13,02,,,,,,
4660741,0,,B,67,D,1,08,,,,,,
6006651,0,,F,1,B,7,00,,,,,,
9353410,0,A,G,1,N,35,04,F,I,B,H,2016-05-31,2006-01-01
10049987,1,A,H,1,L,23,544,L,I,B,H,2018-08-14,2006-01-01
8644611,2,A,G,6,K,9,68,L,I,B,H,2014-02-04,2006-01-01
5053940,0,,H,2,N,7,122,,,,,,
8486196,2,A,B,1,D,21,24,L,I,B,H,2013-07-16,2006-01-01
5123217,1,,B,23,B,27,20,,,,,,
6396814,0,,H,4,L,12,56,,,,,,
8261743,0,A,A,62,B,7,04,F,I,B,H,2012-09-11,2006-01-01
10922586,0,A,G,6,K,9,0,F,I,B,H,2021-02-16,2006-01-01
5835456,0,,G,4,B,9,00,,,,,,
10164310,2,A,H,1,Q,21,0,L,I,B,H,2018-12-25,2006-01-01
8058201,8,A,C,1,B,31,08,L,I,B,H,2011-11-15,2006-01-01
7257454,2,A,G,5,B,15,00,L,I,B,H,2007-08-14,2006-01-01
5279387,1,,E,6,C,7,00,,,,,,
9967176,1,A,H,4,L,12,707,L,I,B,H,2018-05-08,2013-01-01
5011265,0,,B,2,B,27,14,,,,,,
5014481,0,,E,4,B,2,00,,,,,,
5680225,0,,H,4,N,1,393,,,,,,
11428298,2,A,F,16,H,31,0,L,I,B,H,2022-08-30,2006-01-01
7332016,0,A,B,1,D,46,00,F,I,B,H,2008-02-19,2006-01-01
11005056,3,A,H,1,L,51,56,L,I,B,H,2021-05-11,2006-01-01
10312323,4,A,H,1,L,21,84,L,I,B,H,2019-06-04,2006-01-01
8472109,0,A,H,1,S,5,028,F,I,B,H,2013-06-25,2006-01-01
9468689,4,A,C,7,K,16,28,L,I,B,H,2016-10-18,2006-01-01
5748840,0,,G,10,L,9,00,,,,,,
5771185,0,,G,6,F,7,00,,,,,,
10178582,1,A,H,4,L,1,18,L,I,B,H,2019-01-08,2006-01-01
6395442,0,,G,3,G,9,087,,,,,,
8119562,0,A,B,41,M,5,035,F,I,B,H,2012-02-21,2006-01-01
10188111,2,A,A,61,J,1,10,L,I,B,H,2019-01-29,2006-01-01
11001434,0,A,B,65,D,43,2,F,I,B,H,2021-05-11,2006-01-01
9629193,21,A,H,4,W,84,18,L,N,B,H,2017-04-18,2009-01-01
9644488,1,A,F,1,D,11,10,L,I,B,H,2017-05-09,2006-01-01
9705366,2,A,H,2,K,1,14,L,I,B,H,2017-07-11,2006-01-01
10972802,5,A,G,10,L,15,18,L,I,B,H,2021-04-06,2013-01-01
9206962,6,A,H,1,R,39,08,L,N,B,H,2015-12-08,2006-01-01
8512752,1,A,A,61,K,31,738,L,I,B,H,2013-08-20,2006-01-01
11350261,4,A,H,4,L,67,75,L,I,B,H,2022-05-31,2022-01-01
4238075,0,,F,2,M,45,00,,,,,,
11411343,4,A,H,1,R,43,24,L,I,B,H,2022-08-09,2006-01-01
10435133,3,A,B,63,B,3,0,L,I,B,H,2019-10-08,2006-01-01
8972995,3,A,G,6,F,9,26,L,I,B,H,2015-03-03,2006-01-01
10657489,0,A,G,6,Q,10,8,F,I,B,H,2020-05-19,2012-01-01
10231085,4,A,G,6,F,17,30,L,I,B,H,2019-03-12,2006-01-01
6328924,0,,B,29,C,43,18,,,,,,
9138974,5,A,B,29,C,70,46,L,I,B,H,2015-09-22,2006-01-01
10179344,3,A,B,5,B,13,4,L,I,B,H,2019-01-15,2006-01-01
9197295,7,A,H,4,W,16,28,L,I,B,H,2015-11-24,2009-01-01
8939157,2,A,B,65,B,9,067,L,I,B,H,2015-01-27,2012-01-01
11417612,3,A,H,1,L,23,4,L,I,B,H,2022-08-16,2006-01-01
11133098,2,A,G,6,F,16,9032,L,I,B,H,2021-09-28,2019-01-01
9020318,1,A,G,2,B,6,36,L,I,B,H,2015-04-28,2006-01-01
10204882,3,A,H,1,L,25,65,L,I,B,H,2019-02-12,2006-01-01
11020433,4,A,C,7,K,16,28,L,I,B,H,2021-06-01,2006-01-01
8042082,0,A,G,6,F,17,50,F,I,B,H,2011-10-18,2006-01-01
10154343,1,A,H,4,R,3,0,L,I,B,H,2018-12-11,2006-01-01
6321230,0,,G,6,F,17,60,,,,,,
6031513,0,,G,9,G,3,36,,,,,,
4423098,1,,A,47,G,7,00,,,,,,
7130382,0,A,H,4,M,1,24,F,I,B,H,2006-10-31,2006-01-01
10761185,0,A,G,1,S,7,292,F,I,B,H,2020-09-01,2006-01-01
10385720,0,A,F,1,D,5,18,F,I,B,H,2019-08-20,2006-01-01
10268166,2,A,G,5,B,15,2,L,I,B,H,2019-04-23,2006-01-01
8760552,0,A,H,4,N,5,222,F,I,B,H,2014-06-24,2006-01-01
9253498,0,A,H,4,N,7,36,F,I,B,H,2016-02-02,2006-01-01
6884410,0,,A,61,K,045,/00,,,,,,
6229743,1,,G,11,C,7,00,,,,,,
4964073,0,,G,6,F,1,00,,,,,,
9996240,2,A,G,6,F,3,23,L,I,B,H,2018-06-12,2006-01-01
9871578,7,A,H,4,J,3,14,L,I,B,H,2018-01-16,2006-01-01
9185672,5,A,H,1,Q,3,24,L,N,B,H,2015-11-10,2006-01-01
6142663,0,,G,1,K,7,00,,,,,,
8887900,1,A,B,61,D,11,00,L,I,B,H,2014-11-18,2006-01-01
9687409,1,A,A,61,H,1,02,L,I,B,H,2017-06-27,2006-01-01
9418240,1,A,G,6,F,21,62,L,I,B,H,2016-08-16,2013-01-01
9424769,8,A,H,4,N,5,57,L,I,B,H,2016-08-23,2006-01-01
9893018,0,A,H,1,L,23,544,F,I,B,H,2018-02-13,2006-01-01
4036080,1,,F,16,C,15,00,,,,,,
10929515,3,A,H,4,L,9,32,L,I,B,H,2021-02-23,2006-01-01
7446989,0,A,H,2,H,5,04,F,I,B,H,2008-11-04,2006-01-01
10985838,0,A,H,4,B,10,8,F,I,B,H,2021-04-20,2006-01-01
10143280,1,A,H,5,K,5,3,L,I,B,H,2018-12-04,2006-01-01
9759535,0,A,F,42,B,14,06,F,I,B,H,2017-09-12,2006-01-01
9214789,4,A,H,1,S,5,22,L,I,B,H,2015-12-15,2006-01-01
10973936,1,A,A,61,M,36,14,L,I,B,H,2021-04-13,2006-01-01
10634726,1,A,H,2,J,7,0,L,I,B,H,2020-04-28,2006-01-01
11369974,14,A,B,65,G,65,2,L,I,B,H,2022-06-28,2006-01-01
11295524,3,A,G,6,T,1,20,L,I,B,H,2022-04-05,2006-01-01
9676444,3,A,B,62,M,9,1248,L,N,B,H,2017-06-13,2010-01-01
9494733,1,A,G,2,B,6,08,L,I,B,H,2016-11-15,2006-01-01
11024467,2,A,H,2,J,7,34,L,I,B,H,2021-06-01,2006-01-01
10896202,3,A,G,6,F,16,28,L,I,B,H,2021-01-19,2019-01-01
3962551,0,,H,4,H,5,00,,,,,,
7811708,5,A,H,1,M,4,82,L,I,B,H,2010-10-12,2010-01-01
5915170,0,,H,1,L,21,44,,,,,,
11275199,9,A,C,9,D,4,6,L,I,B,H,2022-03-15,2006-01-01
10533176,14,A,A,61,K,47,54,L,I,B,H,2020-01-14,2017-01-01
7244250,0,A,A,61,M,25,00,F,I,B,H,2007-07-17,2006-01-01
9572944,4,A,B,5,B,17,00,L,I,B,H,2017-02-21,2006-01-01
9269772,1,A,H,1,L,31,0328,L,I,B,H,2016-02-23,2006-01-01
4838447,1,,F,16,K,13,04,,,,,,
4939188,3,,C,8,K,3,34,,,,,,
9334719,0,A,E,21,B,43,26,F,I,B,H,2016-05-10,2006-01-01
11398489,4,A,H,1,L,27,11556,L,I,B,H,2022-07-26,2017-01-01
11292308,3,A,B,60,G,17,15,L,I,B,H,2022-04-05,2006-01-01
11020294,4,A,B,60,W,30,0,L,I,B,H,2021-06-01,2006-01-01
9546195,8,A,A,61,L,27,34,L,I,B,H,2017-01-17,2006-01-01
9879026,12,A,C,7,D,487,10,L,I,B,H,2018-01-30,2006-01-01
10660649,1,A,A,61,B,17,128,L,I,B,H,2020-05-26,2006-01-01
9472157,8,A,G,2,F,1,29,L,I,B,H,2016-10-18,2006-01-01
11121948,24,A,H,4,L,12,851,L,I,B,H,2021-09-14,2013-01-01
8659819,0,A,G,2,F,1,33,F,I,B,H,2014-02-25,2006-01-01
6882479,0,,G,2,B,027,/14,,,,,,
11024016,0,A,G,6,T,5,0,F,I,B,H,2021-06-01,2006-01-01
8543541,0,A,G,6,F,17,30,F,I,B,H,2013-09-24,2006-01-01
10689147,7,A,B,65,D,85,72,L,I,B,H,2020-06-23,2006-01-01
7901780,2,A,B,32,B,27,30,L,I,B,H,2011-03-08,2006-01-01
10257338,4,A,H,4,N,21,439,L,I,B,H,2019-04-09,2011-01-01
10988359,5,A,B,8,B,5,2,L,N,B,H,2021-04-27,2006-01-01
10173033,1,A,A,61,B,90,0,L,N,B,H,2019-01-08,2016-01-01
5683812,0,,D,2,G,3,00,,,,,,
10857180,6,A,A,23,L,33,16,L,I,B,H,2020-12-08,2016-01-01
4617520,2,,H,3,L,7,00,,,,,,
8952716,4,A,G,1,R,31,307,L,N,B,H,2015-02-10,2006-01-01
11308389,5,A,G,6,N,3,8,L,I,B,H,2022-04-19,2006-01-01
7419266,0,A,G,3,B,21,26,F,I,B,H,2008-09-02,2006-01-01
11032465,1,A,G,6,T,7,50,L,I,B,H,2021-06-08,2017-01-01
7971203,0,A,G,6,F,9,46,F,I,B,H,2011-06-28,2006-01-01
10440784,0,A,H,5,B,11,0,F,I,B,H,2019-10-08,2006-01-01
10921632,0,A,G,2,F,1,1335,F,I,B,H,2021-02-16,2006-01-01
8930068,1,A,B,64,F,5,00,L,I,B,H,2015-01-06,2006-01-01
10435026,7,A,B,60,K,25,6,L,I,B,H,2019-10-08,2006-01-01
11222150,0,A,G,6,G,7,48,F,I,B,H,2022-01-11,2006-01-01
10158218,4,A,F,16,B,5,6,L,N,B,H,2018-12-18,2006-01-01
10524917,1,A,A,61,F,2,30,L,I,B,H,2020-01-07,2006-01-01
11260583,11,A,B,22,F,12,47,L,I,B,H,2022-03-01,2021-01-01
8225990,0,A,G,6,Q,40,00,F,I,B,H,2012-07-24,2012-01-01
11073430,1,A,H,1,B,17,0,L,I,B,H,2021-07-27,2006-01-01
5867844,0,,E,3,D,1,28,,,,,,
9323134,4,A,G,3,B,15,00,L,I,B,H,2016-04-26,2006-01-01
10607385,0,A,G,6,T,19,0,F,I,B,H,2020-03-31,2011-01-01
4629004,1,,E,21,B,43,00,,,,,,
8038001,1,A,B,65,D,43,16,L,I,B,H,2011-10-18,2006-01-01
7191044,1,A,B,60,R,21,16,L,I,B,H,2007-03-13,2006-01-01
10827536,0,A,H,4,W,76,10,F,I,B,H,2020-11-03,2018-01-01
10278062,2,A,H,4,W,8,20,L,I,B,H,2019-04-30,2009-01-01
8891276,4,A,G,11,C,7,00,L,I,B,H,2014-11-18,2006-01-01
5006523,0,,A,61,K,31,54,,,,,,
7948651,1,A,G,6,F,3,12,L,N,B,H,2011-05-24,2006-01-01
11194044,2,A,G,1,S,7,52,L,I,B,H,2021-12-07,2006-01-01
9232388,4,A,H,4,W,8,20,L,N,B,H,2016-01-05,2009-01-01
9769785,16,A,B,65,D,25,02,L,I,B,H,2017-09-19,2006-01-01
5257930,0,,A,61,C,3,00,,,,,,
11103186,2,A,A,61,N,1,365,L,I,B,H,2021-08-31,2006-01-01
11161565,6,A,B,62,J,45,415,L,N,B,H,2021-11-02,2020-01-01
9827119,0,A,A,61,F,17,00,F,I,B,H,2017-11-28,2006-01-01
10893541,4,A,H,4,L,5,0,L,I,B,H,2021-01-12,2006-01-01
9988480,1,A,C,8,F,267,6,L,I,B,H,2018-06-05,2006-01-01
10028880,1,A,A,61,H,1,2,L,I,B,H,2018-07-24,2006-01-01
4337160,0,,C,9,K,7,04,,,,,,
11248206,4,A,C,12,N,9,12,L,I,B,H,2022-02-15,2006-01-01
