patent_id,citation_sequence,citation_application_id,citation_date,citation_category,citation_country
9346837,3,1801750,1969-07-01,cited by applicant,DE
4505113,2,56-80443,1981-01-01,,JP
8044537,1,1 385 259,2004-01-01,cited by other,EP
8903652,0,2011-069790,2011-04-01,cited by applicant,JP
10125106,40,WO 03/086476,2003-10-01,cited by applicant,WO
11167070,1,102573618,2012-07-01,cited by applicant,CN
7745548,5,0 335 416,1989-10-01,cited by other,EP
6075744,0,08077769,1996-03-01,,JP
10714107,6,WO 2013/068634,2013-05-01,cited by applicant,WO
10969608,4,WO 1997/012272,1997-04-01,cited by applicant,WO
10336791,0,WO 91/16024,1991-10-01,cited by applicant,WO
8757502,499,2010-171857,2010-08-01,cited by applicant,JP
10350339,283,WO 2001/37922,2001-05-01,cited by applicant,WO
8840869,214,WO-99/08649,1999-02-01,cited by applicant,WO
8626080,9,2009114631,2009-09-01,cited by applicant,WO
6379196,35,0 375 568,1990-06-01,cited by other,EP
7547516,67,90/08840,1990-08-01,cited by other,WO
10994271,26,2009/096529,2009-08-01,cited by applicant,WO
9833238,826,WO 93/14690,1993-08-01,cited by applicant,WO
RE37884,0,2121649,1963-12-01,cited by examiner,GB
9078653,192,1621141,2006-02-01,cited by applicant,EP
10639375,161,WO-2013102665,2013-07-01,cited by applicant,WO
6768282,1,198 55 996,1998-10-01,cited by other,DE
D473740,38,2080861,1999-09-01,cited by other,GB
6319336,25,4-155902,1992-05-01,,JP
4779116,1,1952553,1971-04-01,,DE
10966968,72,WO 2004/082402,2004-09-01,cited by applicant,WO
5140666,0,149758,1955-04-01,,SE
10934516,18,05-68344,1993-03-01,cited by applicant,JP
8854007,6,10-2005-0064259,2005-06-01,cited by applicant,KR
9199595,1,52-57632,1977-05-01,cited by applicant,JP
9106776,8,2003209920,2003-07-01,cited by applicant,JP
11318932,42,2012-131405,2012-10-01,cited by applicant,WO
6591668,2,69301827,1996-04-01,cited by other,DE
11330276,18,WO-2018141228,2018-08-01,cited by applicant,WO
7834844,1,2002-365670,2002-12-01,cited by other,JP
10779824,329,1708312,1992-01-01,cited by applicant,SU
7376131,1,0 488 399,1992-06-01,cited by other,EP
11129603,4,3142721,2017-03-01,cited by applicant,EP
7887938,11,2201157,1988-08-01,cited by other,GB
11397498,2,105308542,2016-02-01,cited by examiner,CN
10904838,8,2770785,2016-06-01,cited by applicant,EP
10412516,18,H5211700,1993-08-01,cited by applicant,JP
6843903,1,51-83092,1976-07-01,cited by other,JP
7963923,4,9 122083,1997-05-01,cited by other,JP
7720506,1,675661,1995-10-01,cited by other,EP
10458181,1,204163010,2015-02-01,cited by applicant,CN
10780172,4,S58-216126,1983-12-01,cited by applicant,JP
7537898,23,WO 97/05248,1997-02-01,cited by other,WO
7845354,49,2 164 569,1986-03-01,cited by other,GB
10520785,53,200736782,2007-10-01,cited by applicant,TW
11272740,98,S59106340,1984-06-01,cited by applicant,JP
11400324,39,199131,1986-10-01,cited by applicant,EP
6984253,2,6-47620,1994-06-01,cited by examiner,JP
11426950,22,2008012300,2008-01-01,cited by applicant,WO
11160771,28,273069,1992-10-01,cited by applicant,EP
8079756,0,2851333,2004-08-01,cited by other,FR
7938394,0,02-231331,1990-09-01,cited by other,JP
10087538,18,WO2099013,2002-12-01,cited by applicant,WO
9223538,130,94/16503,1994-07-01,cited by applicant,WO
7810152,1,WO 94/10687,1994-05-01,cited by other,WO
7096912,0,2002-329772,2002-11-01,cited by other,JP
6166995,2,2 305 287,1997-04-01,,GB
10339115,0,2003-337725,2003-11-01,cited by applicant,JP
3931777,0,"2,050,890",1972-04-01,,DT
9583980,26,2016083443,2016-06-01,cited by applicant,EP
9126203,0,201190,1983-08-01,cited by examiner,NZ
8883209,2,S61-227524,1986-10-01,cited by applicant,JP
8262133,0,62-079652,1987-05-01,cited by other,JP
7176333,14,2002249467,2002-09-01,cited by other,JP
7121059,57,599793,1948-03-01,cited by other,GB
D867359,65,886431,1993-12-01,cited by applicant,JP
9211185,3,1 588 737,2010-10-01,cited by applicant,EP
7487022,13,0 841 222,1998-05-01,cited by other,EP
9439857,169,2005/314323,2005-11-01,cited by applicant,JP
10700293,8,2007254297,2007-10-01,cited by applicant,JP
6607682,2,42 35 747,1994-06-01,cited by other,DE
4859869,1,7132382,1972-04-01,,DE
7456013,49,WO 02/08409,2002-01-01,cited by other,WO
9890311,17,2005/083027,2005-09-01,cited by applicant,WO
9107722,5,69327661,2000-07-01,cited by applicant,DE
5038572,0,130642,1985-01-01,,EP
7988353,7,62190427,1987-08-01,cited by other,JP
9264836,32,08780174.2,2011-11-01,cited by applicant,EP
4131217,1,114199,1926-03-01,,CH
7831133,10,156396,1921-01-01,cited by other,GB
9194350,4,2008-057430,2008-03-01,cited by applicant,JP
10597319,0,635 799,1963-12-01,cited by applicant,BE
10659900,57,2006048204,2006-05-01,cited by applicant,WO
6572125,0,2161368,1996-10-01,cited by examiner,CA
10251904,53,WO-2008/121634,2008-10-01,cited by applicant,WO
8959914,5,2008-169777,2008-07-01,cited by applicant,JP
9121034,10,WO 00/68374,2000-11-01,cited by applicant,WO
7994471,111,11-298058,1999-10-01,cited by other,JP
10557278,106,2014158766,2014-10-01,cited by applicant,WO
8923072,0,10201200278,2013-02-01,cited by applicant,KR
9432433,66,2004070712,2004-03-01,cited by applicant,JP
9884016,2,2007034681,2007-03-01,cited by examiner,KR
11198905,2,101675169,2010-03-01,cited by applicant,CN
9388387,82,2007012144,2007-02-01,cited by applicant,WO
10724086,0,03/046540,2003-06-01,cited by applicant,WO
8389048,0,1143246,1997-02-01,cited by applicant,CN
10285699,510,1813205,2011-06-01,cited by applicant,EP
8263878,3,2004-235323,2004-08-01,cited by other,JP
10982268,55,WO 2007/073171,2007-06-01,cited by applicant,WO
8781781,13,1696270,2006-08-01,cited by applicant,EP
7293855,4,417673,1991-03-01,cited by other,EP
9369798,24,WO 9911045,1999-03-01,cited by applicant,WO
8123713,1,2008/0052036,2008-06-01,cited by other,KR
9029303,122,2007/114132,2007-10-01,cited by applicant,WO
5863138,5,2258276,1990-10-01,,JP
6787794,1,WO 01/84714,2001-11-01,cited by examiner,WO
5299033,0,62-185453,1987-08-01,,JP
5593064,2,2522283,1983-09-01,,FR
9938333,22,340 986,1989-11-01,cited by applicant,EP
7782106,3,1020010095537,2001-11-01,cited by other,KR
10105114,6,2014-142355,2014-08-01,cited by applicant,JP
4343732,3,734766,1955-08-01,,GB
D791974,9,19840521,2000-02-01,cited by applicant,DE
8204888,0,WO 2008/010847,2008-01-01,cited by other,WO
5947989,1,0196519,1986-03-01,,EP
7862587,8,WO01/45576,2001-06-01,cited by other,WO
11161311,1,2003080607,2003-03-01,cited by applicant,JP
10780414,0,100964633,2010-06-01,cited by applicant,KR
10417432,1,2005101789,2005-10-01,cited by applicant,WO
8895537,23,2010/097334,2010-09-01,cited by applicant,WO
10981361,5,2010-525967,2010-07-01,cited by applicant,JP
10018640,46,WO 02/44729,2002-06-01,cited by applicant,WO
9638527,2,10338566,2005-03-01,cited by applicant,DE
10765131,2,WO-00/28973,2000-05-01,cited by applicant,WO
6424494,0,7147071,1995-06-01,cited by other,JP
7535622,9,07-262382,1995-10-01,cited by other,JP
9637752,8,WO 2009/126470,2009-10-01,cited by applicant,WO
11241404,5,2004037292,2004-05-01,cited by applicant,WO
11279968,5,2593563,2016-11-01,cited by applicant,EP
10000686,5,2009091909,2009-07-01,cited by applicant,WO
10474062,83,2010-020343,2010-01-01,cited by applicant,JP
10842620,20,2750630,2014-07-01,cited by applicant,EP
8210621,5,2000-335402,2000-12-01,cited by other,JP
7813026,70,2002/010322,2002-02-01,cited by other,KR
D751064,163,D151654,2013-02-01,cited by applicant,TW
6110169,2,0646361A1,1995-04-01,,EP
9826200,8,015462,2000-03-01,cited by applicant,WO
8805478,20,2003-510136,2003-03-01,cited by applicant,JP
8984975,14,2009-242010,2009-10-01,cited by applicant,JP
10652000,8,2013501413,2013-01-01,cited by applicant,JP
10617743,33,1997/028266,1997-08-01,cited by applicant,WO
10056166,18,WO-2006/109801,2006-10-01,cited by applicant,WO
6136016,8,WO 97/17100,1997-05-01,,WO
11267913,5,1330420,2017-01-01,cited by applicant,EP
7551305,6,WO 9918487,1999-04-01,cited by other,WO
8027571,15,123137,1948-11-01,cited by other,SE
9510948,0,12829264.6,2013-03-01,cited by applicant,EP
8945005,57,WO033246,2000-06-01,cited by applicant,WO
9713443,5,WO 94/10553,1994-05-01,cited by applicant,WO
9393091,15,WO9937217,1999-07-01,cited by applicant,WO
10718378,3,60-78108,1985-05-01,cited by applicant,JP
8509594,4,WO 01/18811,2001-03-01,cited by applicant,WO
10463383,1175,WO-2004086987,2004-10-01,cited by applicant,WO
9320589,39,69228184,1999-09-01,cited by applicant,DE
9787725,141,2269873,2006-02-01,cited by applicant,RU
8469956,140,WO 03/090630,2003-11-01,cited by applicant,WO
7840482,23,2006096324,2006-09-01,cited by other,WO
9828424,20,WO 91/09967,1991-07-01,cited by applicant,WO
11367608,50,2562990,2018-12-01,cited by applicant,GB
9571856,27,WO 99/09748,1999-02-01,cited by applicant,WO
4874760,0,62-298593,1987-12-01,,JP
5849805,10,1 493 356,1977-11-01,,GBX
10498572,66,WO2002062276,2002-08-01,cited by applicant,WO
6676776,3,2170280,2001-07-01,cited by examiner,RU
9863634,6,1340447,1963-10-01,cited by applicant,FR
8117314,66,WO-2005024567,2005-03-01,cited by other,WO
8384111,2,2004-35275,2004-02-01,cited by applicant,JP
7459036,8,2003-017491,2003-01-01,cited by examiner,JP
7297072,1,2268693,1994-01-01,cited by other,GB
9683584,0,2005-038314,2005-02-01,cited by applicant,JP
8793885,16,A-2005-155615,2005-06-01,cited by applicant,JP
6696468,2,2001-122784,2001-05-01,cited by other,JP
10312747,15,2387969,2005-11-01,cited by applicant,GB
9513496,0,202339422,2012-07-01,cited by applicant,CN
6779408,14,59155734,1984-04-01,cited by other,JP
9192379,53,WO 2006/023578,2006-03-01,cited by applicant,WO
6361906,3,2 072 362,1981-09-01,cited by other,GB
4939181,8,86/00628,1986-01-01,,WO
11389295,34,2549955,2013-01-01,cited by applicant,EP
5546839,8,2116632,1983-09-01,,GB
6368395,183,3-134072,1991-06-01,cited by other,JP
7365477,1,A-61003514,1986-05-01,cited by other,JP
9901345,1115,WO 2007/145825,2007-12-01,cited by applicant,WO
11278279,139,484677,2000-07-01,cited by applicant,EP
10855087,14,1942562,2008-07-01,cited by applicant,EP
5801448,2,358218130,1983-12-01,,JPX
8466180,13,035942,2000-06-01,cited by applicant,WO
8858444,4,2004-112469,2004-04-01,cited by applicant,JP
8336071,115,05-284437,1993-10-01,cited by other,JP
5038310,1,60-17534,1985-01-01,,JP
10342917,82,WO 98/004304,1998-02-01,cited by applicant,WO
7189407,3,5192560,1993-08-01,cited by examiner,JP
9138282,1,3930451,1991-03-01,cited by applicant,DE
9814810,0,2011017517,2011-02-01,cited by applicant,WO
8091220,23,0 390 390,1990-10-01,cited by other,EP
11122094,10,20130050871,2013-05-01,cited by applicant,KR
7737053,4,2002-246601,2002-08-01,cited by other,JP
6802973,2,0 217 482,1987-04-01,cited by other,EP
7397130,1,1020010065191,2001-07-01,cited by other,KR
11079990,2,2013-156918,2013-08-01,cited by applicant,JP
11002247,4,104405578,2015-03-01,cited by applicant,CN
7886992,0,102008018118,2009-10-01,cited by other,DE
9987457,13,WO 2007/102866,2007-09-01,cited by applicant,WO
D557475,0,95864,2002-10-01,cited by other,CA
9952703,37,WO 13/177322,2013-11-01,cited by applicant,WO
10687963,12,WO 2006/116052,2006-11-01,cited by applicant,WO
11131433,1,2012-008303,2012-01-01,cited by applicant,JP
9179734,2,201976877,2011-09-01,cited by applicant,CN
10368864,1183,WO-2004086987,2004-10-01,cited by applicant,WO
10419644,27,WO2007088154,2007-08-01,cited by applicant,WO
9629998,41,WO2004/073040,2004-08-01,cited by applicant,WO
9364191,3,2633828,1977-02-01,cited by applicant,DE
4858945,3,273982,1951-03-01,,CH
5468516,3,0367339,1990-05-01,,EP
5210159,1,61-97301,1986-05-01,,JP
9356204,0,WO2012060648,2012-05-01,cited by applicant,WO
10610137,342,WO-0168901,2001-09-01,cited by applicant,WO
8252296,3,10261750,2002-12-01,cited by other,DE
7091244,5,0 726 321,1996-08-01,cited by other,EP
5275845,0,3913314,1990-10-01,,DE
9662165,6,2439587,1975-02-01,cited by applicant,DE
7811892,2,2005-285834,2005-10-01,cited by other,JP
9305759,2,WO 2011099642,2011-08-01,cited by examiner,JP
8150487,3,2002-51129,2002-04-01,cited by other,JP
10388936,8,2013-093287 (A),2013-05-01,cited by applicant,JP
9862709,127,WO 2008/038010,2008-04-01,cited by applicant,WO
10098636,911,WO 97/01989,1997-01-01,cited by applicant,WO
11241851,1,2 636 593,2013-09-01,cited by applicant,EP
6048667,2,9510552,1995-04-01,,WO
8899262,2,1 148 279,2001-10-01,cited by applicant,EP
9849238,64,2007/106557,2007-09-01,cited by applicant,WO
7561518,0,1 225 735,2002-07-01,cited by other,EP
10685192,6,2015-526774,2015-09-01,cited by applicant,JP
10614410,36,WO 2002/017045,2002-02-01,cited by applicant,WO
9950063,28,WO-1993/02184,1993-02-01,cited by applicant,WO
7574008,34,2003143253,2003-05-01,cited by other,JP
10500038,11,WO 2010/108079,2010-09-01,cited by applicant,WO
11213075,7,19854005,2000-05-01,cited by applicant,DE
10309012,24,2387079,2011-11-01,cited by applicant,EP
9694790,14,PCT/US2011/037260,2012-11-01,cited by applicant,WO
7737172,9,8183853,1996-07-01,cited by other,JP
7786204,4,1 344 793,2003-09-01,cited by examiner,EP
9054506,40,2005112477,2005-11-01,cited by applicant,WO
6425652,5,WO 91/17892,1991-11-01,cited by other,WO
7883833,1,1503247,2005-02-01,cited by other,EP
9850958,2,102008049856,2010-04-01,cited by applicant,DE
10336304,1,WO-2015074936,2015-05-01,cited by examiner,WO
9541812,6,10-2004-0019019,2004-03-01,cited by applicant,KR
11206323,6,106502602,2017-03-01,cited by applicant,CN
9300252,21,2372904,2011-10-01,cited by applicant,EP
7943634,20,9958521,1999-11-01,cited by other,WO
5518902,2,49-42894,1974-04-01,,JP
9513487,6,2005/045488,2005-05-01,cited by applicant,WO
10366936,2,690500,1996-01-01,cited by applicant,EP
10899828,3,1420987,2003-05-01,cited by applicant,CN
7070765,26,WO 00/28979,2000-05-01,cited by other,WO
6004291,12,2 078 114,1982-01-01,,GB
9267838,18,WO 2012056488,2012-05-01,cited by examiner,JP
8993331,132,WO-01/57239,2001-08-01,cited by applicant,WO
10334677,6,102014540,2011-04-01,cited by applicant,CN
D873020,22,587451,1994-03-01,cited by applicant,EP
8629159,3,753298,1997-01-01,cited by applicant,EP
9134801,6,2007/089766,2007-08-01,cited by applicant,WO
6074137,3,2 081 142,1982-02-01,,GB
10111653,3,4220283,1993-12-01,cited by applicant,DE
8691778,2,WO9523596,1995-09-01,cited by applicant,WO
10028172,1,2645780,2013-10-01,cited by applicant,EP
9775123,111,2008116014,2008-09-01,cited by applicant,WO
10443058,46,WO 2006/113910,2006-10-01,cited by applicant,WO
10359577,29,1184287,2017-05-01,cited by applicant,ES
4721945,2,1110341,1981-10-01,,CA
7817327,12,1 437 215,2004-07-01,cited by other,EP
7004134,0,0 715 398,1996-06-01,cited by other,EP
5848124,6,5-299044,1993-11-01,,JPX
9724098,570,10-512469,1998-12-01,cited by applicant,JP
10027275,6,2006-328887,2006-12-01,cited by applicant,JP
8518694,48,WO-97/27317,1997-07-01,cited by applicant,WO
8294986,0,2045453,1980-10-01,cited by examiner,GB
7666854,5,WO 02/36743,2002-05-01,cited by other,WO
9457140,7,2002534227,2002-10-01,cited by applicant,JP
9945013,21,2001-355044,2001-12-01,cited by applicant,JP
7535115,1,WO 02/37556,2002-05-01,cited by other,WO
4714952,4,57-113261,1982-07-01,,JP
9636213,5,3246306,1984-06-01,cited by applicant,DE
10309705,3,103574852,2014-02-01,cited by applicant,CN
8587764,0,1 837 895,2007-09-01,cited by applicant,EP
9033149,68,2004045696,2004-06-01,cited by applicant,WO
D863075,61,2932667,2017-11-01,cited by applicant,CA
11066983,5,63-88318,1988-04-01,cited by applicant,JP
5288432,2,2126245,1984-03-01,,GB
6269645,6,06188463,1994-07-01,,JP
10733299,3,2017-502396,2017-01-01,cited by applicant,JP
9000076,3,2004105865,2004-04-01,cited by applicant,JP
8346024,2,02-96876,1988-12-01,cited by other,EP
10146803,55,2006209588,2006-08-01,cited by applicant,JP
4418996,0,789007,1935-08-01,,FR
6428745,2,0499452,1993-12-01,cited by other,EP
9937247,6,WO-2007094924,2007-08-01,cited by applicant,WO
10063934,158,932275,1999-07-01,cited by applicant,EP
8644386,7,20030083285,2003-10-01,cited by applicant,KR
5618327,1,196194,1986-10-01,,EP
11292812,158,2017087777,2017-05-01,cited by applicant,WO
10894242,110,WO-2011150168,2011-12-01,cited by applicant,WO
7781532,0,1248292,1989-01-01,cited by other,CA
9381042,14,S63-500499,1988-02-01,cited by applicant,JP
9168209,76,11222414,1999-08-01,cited by applicant,JP
9705342,2,101501956,2009-08-01,cited by applicant,CN
8947330,4,2006-126231,2006-05-01,cited by applicant,JP
9802521,5,10 2011 0051692,2011-05-01,cited by applicant,KR
9741181,41,2014110495,2014-07-01,cited by applicant,WO
9207606,1,11-249511,1999-09-01,cited by applicant,JP
10882684,14,3016352,2015-07-01,cited by applicant,FR
5633702,4,0676676,1995-10-01,,EP
9890082,0,101134892,2008-03-01,cited by applicant,CN
10525476,4,1280639,1968-10-01,cited by applicant,DE
10420557,17,9730700,1997-10-01,cited by applicant,WO
10301993,4,08-061048,1996-03-01,cited by applicant,JP
7798147,38,01/12104 (A1),2001-02-01,cited by other,WO
8808218,7,99/26686,1999-06-01,cited by applicant,WO
4949836,2,3506726,1985-02-01,,DE
9241728,155,2007-229454,2007-09-01,cited by applicant,JP
11090901,2,95/15848,1995-06-01,cited by applicant,WO
9543858,11,2010-171385,2010-08-01,cited by applicant,JP
11154296,85,103648410,2016-10-01,cited by applicant,CN
11154398,42,102271626,2011-12-01,cited by applicant,CN
D795181,1,2 506 341,2012-10-01,cited by applicant,EP
11319577,6,WO 1993/17126,1993-09-01,cited by applicant,WO
7267871,6,843283,1960-08-01,cited by other,GB
10906372,9,2009/115873,2009-09-01,cited by applicant,WO
9687874,106,2003-0086900,2003-11-01,cited by applicant,KR
10376359,24,2074964,2009-07-01,cited by applicant,EP
11186582,2,WO 2002/064211,2002-08-01,cited by applicant,WO
11161087,29,2005019452,2005-03-01,cited by applicant,WO
9968376,158,WO-2009001109,2008-12-01,cited by applicant,WO
9099500,1,101060135,2007-10-01,cited by applicant,CN
D900876,6,201710470,2017-02-01,cited by applicant,AU
8814569,1,1 617 782,2012-01-01,cited by applicant,EP
9327750,2,10 2012 011 526,2012-12-01,cited by applicant,DE
5750609,14,2-14829,1990-01-01,,JPX
8942488,5,2005073881,2005-08-01,cited by applicant,WO
7662854,9,61218522,1986-09-01,cited by other,JP
9582572,0,2013085524,2013-06-01,cited by applicant,WO
8351110,0,2005-235928,2005-09-01,cited by other,JP
10403995,5,H03-058839,1991-06-01,cited by applicant,JP
10455526,36,2010/148404,2010-12-01,cited by applicant,WO
9140637,2,0 392 812,1990-10-01,cited by applicant,EP
D836157,12,193900297,1939-09-01,cited by applicant,CL
7377011,7,9-327374,1997-12-01,cited by other,JP
8483073,12,2004-253864,2004-09-01,cited by applicant,JP
9029859,20,2003-330391,2003-11-01,cited by applicant,JP
10838264,18,1998373,2008-12-01,cited by applicant,EP
9399687,6,2003-183320,2003-07-01,cited by applicant,JP
6729471,11,5747638,1982-03-01,cited by other,JP
11396906,3,WO-2006110133,2006-10-01,cited by examiner,WO
9087472,2,102809856,2012-12-01,cited by applicant,CN
4593186,12,1504869,1978-03-01,,GB
7841920,0,104007,1984-03-01,cited by other,EP
D764175,51,3311991,2002-08-01,cited by applicant,JP
7065235,0,01 00 0470,2002-04-01,cited by other,EP
10860290,17,98/33293,1998-07-01,cited by applicant,WO
10045781,96,9412228,1994-09-01,cited by applicant,DE
10022307,9,2009007255,2009-01-01,cited by applicant,WO
10758534,32,WO 2004/039753,2004-05-01,cited by applicant,WO
5293905,13,1576356,1980-10-01,,GB
8839445,2,WO 00/16206,2000-03-01,cited by applicant,WO
7048519,6,SHO 36-18575,1961-10-01,cited by other,JP
